contentid,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr
251738,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2518166,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,9Kg 이하 동반 가능,,목줄 착용
2519536,,일부구역 동반가능,,,이동장 외부로 반려동물의 얼굴이나 몸이 노출되면 입장 불가\n 셔틀버스로 이동해야 하므로 유모차 이동 불가\n 배변 봉투 지참 및 배변 처리 필수,,중소형견 동반 가능(이동장 이용 필수),,이동장(켄넬)사용
2524082,,일부구역 동반가능,,배변봉투,"입점 브랜드 운영 정책에 따라 목줄 착용, 입마개 착용 등 상세사항 상이",점내 편의점 및 마트 등에서 구매 가능,개별 매장 운영 정책에 따라 상이(상세 기준 사전 확인 필요),,"입마개 착용,목줄 착용"
2524187,,일부구역 동반가능,,,"실내 시설은 정책이 상이하므로 개별 문의 필요\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2524188,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
252561,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
252567,,전구역 동반가능,"산책로, 둘레길",,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,,,"입마개 착용,목줄 착용,기타"
2528107,,,,,,,안내견,,
2532877,,일부구역 동반가능,,배변봉투,입점 브랜드 운영 정책에 따라 동반시 필요사항 상이,점내 편의점 및 마트 등에서 구매 가능,개별 매장 운영 정책에 따라 상이(상세 기준 사전 확인 필요),반려동물 유모차,"입마개 착용,목줄 착용"
2536133,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2544734,,전구역 동반가능,,,,,,,"입마개 착용,목줄 착용,매너벨트 착용"
2545307,,일부구역 동반가능,"반려동물 놀이터(잔디 운동장,수영장,샤워장)",,"반려견 놀이터 제외 모든 공간에선 목줄 착용해 안거나 이동장(켄넬), 반려동물 유모차 이용해 이동 필수\n 배변봉투 지참 및 수거 필수","타월, 샴푸",맹견 제외 10kg 이하 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용"
2545984,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2549932,,일부구역 동반가능,,,품에 안고 있거나 이동장(켄넬) 안에 있는 경우만 동반 가능(유모차 불가),,맹견 및 대형견 제외 동반 가능(상세 기준 사전 확인 필요),,이동장(켄넬)사용
2553908,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2553929,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용"
2557807,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2557959,"응급 환자 발생 시 섬 밖 이송 지원, 전기 카트 및 차량",일부구역 동반가능,"투게더파크(반려견 놀이터) : 10kg 미만 반려견 전용, 리드줄 없이 뛰어놀 수 있는 놀이터 (4kg 미만의 소형견의 공간 별도 마련)\n 정관재(본관), 별관, 세미나실, 연회장, 야외수영장, 리셉션센터","배변패드 2매, 배변봉투 2장, 물티슈 1팩, 반려견 삼푸, 반려견 용품(반출 불가), 반려견 전용 식기(2구) 1개, 반려견 전용 침대 1개, 배변 판 1개, 반려견 전용 수건 2장, 반려견 욕조","반려견 이외의 반려동물(고양이, 돼지, 토끼, 뱀, 새 등)은 숙박이 불가합니다. / 10kg 미만의 반려견에 한해 숙박이 가능합니다. / 동물보호법 시행규칙 제 1조 2에 표기된 견종(맹견)은 무게와 관계없이 남이섬 입장 및 숙박이 제한됩니다. (도사견, 아메리칸핏불 테리어, 아메리칸 스탠퍼드셔 테리어, 스태퍼드셔 불테리어, 로트와일러 총 5종과 그의 혼혈견) / 반려견은 본래 예약한 동반 숙박이 가능한 객실 이외의 다른 객실로 이동이 어렵습니다. / 모두가 행복하고 안전한 반려동물 문화를 위해 호텔 내?외부에서 펫티켓을 지켜주세요. / 객실 정비(연박 고객)시 소중한 반려견이 혼자 남겨지지 않도록 해주세요. / 객실 외부에서는 꼭 리드줄 착용을 약속해주세요. / 반려견에 의한 물품 손상이나 직?간접적으로 관련된 위험 상황에 대해 배상의 책임이 있을 수 있습니다. \n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.","반려견 용품은 나미스토어, 고목, 스윙까페, 북까페 등 매장에서 구입 가능",10kg 미만의 반려견,,목줄 착용
2558052,"보호자의 허락 없이 반려견을 만지지 않도록 안전사고 예방 펫티켓을 지켜주시기 바랍니다. 반려견에 의한 안전사고, 반려견에 의해 시설물이 파손되는 경우 보호자에게 책임이 있습니다. 반려인들의 책임감 있는 태도와 비반려인의 배려로 올바른 펫 문화가 정착될 수 있도록 이용 수칙을 꼭 지켜주시기 바랍니다.",일부구역 동반가능,,,"실내 공간은 반드시 반려견을 보호자가 품에 안고 입장 및 이동해 주시고, \n 고객용 식기 및 아기의자 등은 반려견 사용이 제한 돼오니 양해 해주시기 바랍니다. 반려견 용품은 나미스토어, 고목, 스윙까페, 북까페 등 매장에서 구매 가능합니다. \n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,
2558084,,일부구역 동반가능,"실내공간: 고목(레스토랑&amp;까페) 야외테라스: 스윙까페&amp;베이커리, 북까페, 소나타까페, 숲속까페, 딴지펌, 섬향기, 한식당 남문, 고목, 호텔정관루 아일래나라운지 호텔정관루: 콘도별장(아네모네 후리지아), 투투별장(청설모, 타조)/단, 숙박은 10kg 미만의 반려견에 한함 반려견 놀이터: 투개더파크/ 단, 이용은 10kg 미만의 반려견에 한함 반려견 용품 판매처: 나미스토어, 고목, 스윙까페, 북까페 등 매장",,"PETIQUETTE반려견 동반 이용수칙 (동의사항)고객의 안전과 올바른 반려견 문화 정착을 위하여 아래와 같이 이용수칙(반려견주 동의사항)을 안내하여 드립니다.1. 리드 줄(목줄)을 착용한 15kg 미만의 반려견에 한하여 입장이 가능합니다.단, 법적 기준 맹견으로 지정된 견종(동물보호법 시행규칙 제1조의2)은 다른 고객의 안전을 위하여 출입이 제한됩니다.① 도사견과 그 잡종의 개 ② 아메리칸 핏불테리어와 그 잡종의개 ③아메리칸 스태퍼드셔 테리어와 그잡종의개 ④ 스태퍼드셔 불 테리어와그 잡종의 개 ⑤ 로트와일러와 그 잡종의개 반려견 외 다양한 반려동물은 고객의 안전 및 야생동물 보호를 위하여 입장이 제한될 수 있으니 직원에게 별도로 문의하여 주시기 바랍니다.2. 장애인복지법 제40조③에 의거하여 시각장애인 안내견의 경우 보조견 표지를 부착하여야 하며, 이때 보조견은 무게의 제한 없이 입장이 가능합니다.3. 반려견은 반드시 리드 줄을 착용(케이지 또는 유모차 이용 포함)하여야 하며,다른 고객의 안전과 반려견의 사고 예방을 위하여 리드 줄의 길이는 1.5m이내로 유지하여 주시기 바랍니다.단, 투개더파크 내에서는 리드 줄을 착용하지 않아도 무방합니다.4. 남이섬은 청설모, 다람쥐, 공작, 토끼 등 다양한 야생동물이 서식함에 따라 반려견이 야생동물 또는다른 반려견으로 인해 놀라거나 자극되지 않도록 보호자의 주의가 필요합니다.또한 어린이, 임산부, 노약자 등 배려가 필요한 다른 고객에게 위협을 주거나 불쾌한 행동을 하지 않도록 지켜봐 주시기 바랍니다.5. 선박 이용 시 리드 줄을 착용한 반려견은 반드시 보호자가 품에 안고 승하선하여 주시기 바라며,선박의 실외공간 또는 실내공간의 가장자리를 이용해 주시기 바랍니다.'짚와이어'의 경우 반려견 및 반려동물 동반 탑승이 제한되므로 보호자와 함께 선박을 이용하여 주시기 바랍니다.6. 공격적인 성향의 반려견은 안전을 위해 입마개를 착용해 주시기 바랍니다. 아울러 10kg 이상 반려견의 경우 가까운 거리에 타 고객이나 야생동물이 있을 경우 입마개를 착용해 주시기 바랍니다.7. 영역표시(마킹)가 심한 반려견은 매너밸트를 착용해 주시고, 배변 봉투를 지참하여 반려견의 배설물은 보호자가 즉시 처리하는 펫티켓을 지켜주시기 바랍니다.8. 자전거는 반려견과 동반 이용이 어려우나 스토리투어버스, 나눔열차는 반려견을 케이지에 넣을 시 동반 탑승이 가능합니다.9. 남이섬은 소량의 유박비료를 땅에 묻어 수목을 관리하고 있으니 반려견이 먹지 않도록 주의해 주시기 바랍니다. 반려견이 이를 섭취하여 문제가 발생될 경우 책임을 지지 않습니다.",,,,목줄 착용
2564158,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2568667,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
2569003,,전구역 동반가능,,,,,소형견,,목줄 착용
2569455,,일부구역 동반가능,,,공터는 동반 가능하나 카페 내부는 동반 불가\n 이동장(켄넬) 사용 또는 목줄 착용 후 보호자가 안은 후 승선 가능\n 배변봉투 지참 및 배변처리 필수,,4kg 이하 동반 가능,,"목줄 착용,이동장(켄넬)사용"
2569476,,전구역 동반가능,,,비둘기낭 폭포 계단이 매우 협소해 보호자가 반려동물을 안고 이동하는 것을 권장\n 배변봉투 지참 및 배변처리 필수,,14kg 이하 동반 가능,,목줄 착용
2569511,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2570099,,,,,,,소형견,,
2570207,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2570728,,전구역 동반가능,,,,,반려견,,
2571935,,전구역 동반가능,,,,,,,
2572858,,전구역 동반가능,,,,,중/소형견 10kg 미만만 입실 가능,,"목줄 착용,매너벨트 착용"
2575180,,전구역 동반가능,,,,,소형견,,
2575832,,전구역 동반가능,,,,,소형견,,목줄 착용
2575836,,전구역 동반가능,,,,,,,매너벨트 착용
2578005,,전구역 동반가능,,,반려견의 몸체가 땅에 닿으면 동반 불가\n 배변봉투 지참 및 배변처리 필수,,반려동물 유모차 및 이동장(켄넬)에 들어가는 전 견종 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용"
2579802,,전구역 동반가능,,,,,,,
2583200,,,,,,,불가,,
2583741,,,,,"실내반입 불가, 마당에서 방목가능",,가능(대/중/소형 반려견),,
2586384,반려견보호자 서약서 서명,일부구역 동반가능,호텔 객실,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,9kg 이하 동반 가능,,목줄 착용
2588752,,일부구역 동반가능,월화교,,"반려견 인식표 및 리드 줄, 입마개 필수입니다.반려견 배변 시 보호자가 배변봉투, 물티슈 등 지참 후 즉시 처리하여야 합니다.\n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.\n (남대천 둔지 주차장이나 금성로 공용 주차장에 주차를 할 수 있습니다.)",,,,"입마개 착용,목줄 착용,기타"
2589349,,일부구역 동반가능,,,"실내 및 온실주제원은 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2590796,반려견보호자 서약서 서명,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,9kg 이하 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
2591824,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2593258,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,9kg 이하 동반 가능,,목줄 착용
2594360,,전구역 동반가능,,배변패드,"외부는 목줄 착용 시 자유롭게 도보 이동 가능\n 내부는 유모차 및 이동장(켄넬) 사용 필수\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,"전 견종 동반 가능(단, 짖음, 공격성이 심한 반려견은 현장에서 입장 제한될 수 있음)",반려동물 유모차,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용,매너벨트 착용"
2595502,,전구역 동반가능,,,,,,,
2598962,,,,,,,불가,,
2602619,,전구역 동반가능,,,"입마개 및 목줄 착용, 반려동물 유모차 탑승 권장",,전 견종 동반 가능,,목줄 착용
2602774,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2603252,없음,일부구역 동반가능,,,앉은 자세에서 측정 시 체고가 60cm 이하인 경우에만 동반 투숙 가능,,전 견종 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
2603352,이용방법 및 규칙 비치,일부구역 동반가능,"수영장, 산책로, 드라이룸, 도그파크 / 수영장 카바나&자쿠지 이용 가능(메인수조 입장 불가)",,15kg 이상 입마개 착용 필수\n 다른 반려견 또는 사람에게 심한 짖음과 공격성을 보이는 반려견은 환불 없이 퇴실 조치가 취해질 수 있음,,전 견종 동반 가능,,목줄 착용
2603467,,일부구역 동반가능,"운동장(네이처독), 수영장, 전용 샤워장",,"동반가능 / 네이처독은 전용 놀이시설\n 그릴휘바, 카페휘바 야외테라스에서 동반식사 가능\n 네이처독(애견카페) 매장 이용객에 한하여 산책은 입장료 지불 후 가능\n 네이처독(애견카페) 매장 이용객에 한하여 샤워시설 입장료 지불 후 가능\n 헤세의정원에서 반려견과 내부산책은 불가하고 매장 이용객들에 한하여 매장간 이동 가능\n 목줄 필수 착용\n 견주의 보호 하 이용 가능","강아지 간식, 반려견 관련 용품 판매시설 있음",맹견 제외,,목줄 착용
2603489,"훈련사 또는 직원 상시대기,이용방법 및 규칙 비치,반려견보호자 서약서 서명",전구역 동반가능,"펜스,안전문,운동장,산책로,놀이기구",,놀이터 내에서만 목줄 자유\n 놀이터 퇴장 전 목줄 착용 필수\n 체고 40cm를 기준으로 소형견과 중대형견 구분,,전 견종 동반 가능,,목줄 착용
2603494,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 인식표 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2603509,,일부구역 동반가능,,,다리 위 직접 보행은 불가,,유모차 및 이동장 사용 가능한 전 견종 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용"
2603720,,일부구역 동반가능,,,안거나 리드줄 칙용\n 매너벨트 착용시 풀어놓아도 됨,"수제 간식, 매너벨트, 애견용품",모든 반려견 출입가능,,"목줄 착용,매너벨트 착용"
2603800,,전구역 동반가능,"전용 산책로, 수영장, 반려견 셀프 목욕실",,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,예방접종을 완료한 전 견종 동반 가능,,목줄 착용
2603913,,전구역 동반가능,,,,,5kg 미만 소형견,,"목줄 착용,매너벨트 착용"
2604347,,전구역 동반가능,애견용 계단,"배변패드, 배변봉투",,,,,
2604493,,전구역 동반가능,,,,,,,
2604533,,전구역 동반가능,,,,,문의요망,,
2604656,,전구역 동반가능,,,데크길 폭이 매우 협소(2m)하므로 보호자 주의 필요\n 나무데크 특성 상 반려동물 유모차로 이동 어려움,,중소형견 동반 가능(상세 기준 사전 확인 필요),,"목줄 착용,이동장(켄넬)사용"
2605236,,일부구역 동반가능,전망대,,"반려견 동반 시 리드줄과 배변 봉투는 반드시 지참해 주십시오. 춘천의암호스카이워크전망대를 찾은 다른 관광객들을 위해서 기본적인 펫티켓을 지켜주시기 바랍니다. 스카이워크는 자전거 출입 금지입니다. 비치 된 고무 덧신 착용 부탁 드립니다. (사용 후 반납) 등산용 지팡이 및 날카로운 물품 반입 금지입니다. 기타 유리가 파손 될 수 있는 모든 행위 금지입니다. 음식물(커피,음료수 등) 반입 금지입니다. 바닥에 껌이나 침을 뱉는 행위 금지입니다. 스카이워크 내부에서 절대 흡연 금지입니다. 기상 상황 및 위험 요소 발생 시 입장이 제한 될 수 있습니다.\n *안전 수칙을 시키지 않아 발생하는 모든 사고의 책임은 당사자에게 있으며 고의로 유리를 파손하거나 주변의 안전을 위협하는 행위는 형사 처벌 대상입니다.\n * 반려견 동반 운영정책은 현지 사정에 따라 변동될 수 있습니다.",,,,목줄 착용
2605277,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2605528,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2605817,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2605828,,전구역 동반가능,,,목줄 착용 후 보호자가 안거나 이동장(켄넬)을 사용해 이동\n 배변봉투 지참 및 배변처리 필수,,중소형견 동반 가능,,"목줄 착용,이동장(켄넬)사용"
2606117,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,동물 등록 완료한 전 견종 동반 가능,,"입마개 착용,목줄 착용"
2606189,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2606199,,일부구역 동반가능,,,안거나 유모차 탑승 및 이동장 사용 시에만 동반 가능,,중소형견 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용"
2606204,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2606226,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2606232,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2606233,"훈련사 또는 직원 상시대기,응급키트 구비",일부구역 동반가능,,,"10kg 이하 강아지에 한해 레일바이크 탑승 가능\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
2606236,,일부구역 동반가능,,,"데크길은 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2606296,,일부구역 동반가능,,,몸 전체가 이동장(켄넬) 안에 들어가야 동반 가능,,이동장(켄넬)에 들어가는 전 견종 동반 가능,,이동장(켄넬)사용
2606725,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2606741,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2607214,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2607675,,전구역 동반가능,,,,,10kg미만 소형견,,"목줄 착용,매너벨트 착용"
2607706,,전구역 동반가능,,,,,전화문의,,
2609373,,일부구역 동반가능,,,카트에 연결된 하네스 필수 착용\n 안전상의 이유로 몸 길이 40cm 이하 탑승 권장,,13kg 이하 동반 가능,,
2609813,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2609837,,일부구역 동반가능,펫놀이터(소형견/대형견 따로 분리) 조성,"유모차용 펫패드 및 배변봉투 안내데스크에 문의 시, 수급 가능",식음료 매장은 동반 불가\n 반려동물 유모차나 캐리어(이동장) 이용 시 이동 가능\n 도보 이동 시엔 목줄 착용 필수,,맹견 제외 예방 접종이 완료된 20kg 이하 동반 가능,펫모차(15kg까지 이용 가능) 대여 서비스,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
2610230,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수""",,전 견종 동반 가능,,목줄 착용
2610236,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2610509,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2610960,,전구역 동반가능,,,,,,,
2612261,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2612802,,일부구역 동반가능,,,"반려동물과 함께 루지탑승 절대 불가\n 잔디 구역 제외 모든 실외 공간 동반 가능\n 실내 및 케이블카 탑승 시 반려동물 케이지(켄넬) 또는 유모차 이용\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2612863,,일부구역 동반가능,,,"하멜전시관 내부는 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2612869,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2613436,,전구역 동반가능,,,"반려견은 반드시 리드줄을 착용해야 며, 배설물은 즉시 처리\n 반계리 은행나무와 주변 보호구역은ㄴ 민감한 생태 환경을 지니고 있으니, 큰 소음이 방해가 되지 않도록 유의",,,,목줄 착용
2613465,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2613658,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2613664,,일부구역 동반가능,,,"식당 출입 가능 여부는 매장 개별 문의 필요\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2613673,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
2613678,,일부구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타"
2615033,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2615225,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2615384,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2615569,,일부구역 동반가능,,,"하네스 및 목줄 착용 상태로 안고 짚트랙 동반 가능\n 안전상, 이동장(켄넬) 사용보다는 보호자가 안고 동반하는 것을 권장\n 라운지는 자유롭게 이동 가능하나 카페 이용은 제한될 수 있음",,중소형견 동반 가능,,목줄 착용
2616104,,일부구역 동반가능,,,배변봉투 지참 및 배변처리 필수,,전 견종 동반 가능,,"목줄 착용,기타"
2616164,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2620236,,전구역 동반가능,,,,,전화문의,,
2620990,,전구역 동반가능,,,"실내 시설 동반 불가\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2621735,,전구역 동반가능,,,,,10kg미만 소형견,,매너벨트 착용
2621853,모든 사고 및 피해는 보호자의 책임,전구역 동반가능,,,,,훈련된 5KG 이하 반려견,,목줄 착용
2622230,,전구역 동반가능,,,,,5kg 이하 강아지,,목줄 착용
2622608,,,,,,,불가,,
2622984,,전구역 동반가능,,,,,,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용"
2626708,,일부구역 동반가능,,,,,소형견 1마리,,
2626972,,전구역 동반가능,애견전용운동장,"배변패드, 식기, 방석",,,10KG 이하 반려견,,매너벨트 착용
2628004,,전구역 동반가능,애견용 계단,매너벨트,,,10kg 이하 반려견,,"목줄 착용,매너벨트 착용"
2628994,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2629550,,,,,,,불가,,
2633902,,전구역 동반가능,,,"반려동물 몸체가 전부 이동장(켄넬)안에 들어가야 함\n 맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,이동장(켄넬)사용
2633903,,일부구역 동반가능,"주차장, 카페 달",,반려견 리드줄 착용 필수입니다. 반려견 배변 시 반드시 처리해주셔야 합니다.\n *반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.,,,,목줄 착용
2633904,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2633942,,일부구역 동반가능,,,다리 폭이 협소하므로 이동장(켄넬) 또는 안아서 이동 필수,,맹견 제외 전 견종 동반 가능,,이동장(켄넬)사용
2633956,,일부구역 동반가능,"펫포레 플레이그라운드 (반려견 놀이터), 펫포레 힐링코스 (반려견 산책로)","반려견 침대, 배변패드",지정된 장소 외 사업장은 동반 불가\n 2년 이내 광견병 접종 확인증 지참 필수,,동물등록이 완료된 생후 6개월 이상 14kg 이하 전 견종 동반 가능,,목줄 착용
2637753,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2638438,,일부구역 동반가능,,,몸 전체가 유모차 및 이동장(켄넬) 안에 들어가야 동반 가능,,이동장(켄넬)에 들어가는 전 견종 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용"
2638475,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2638571,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"목줄 착용,이동장(켄넬)사용"
2638586,,전구역 동반가능,,,"맹견의 경우, 입마개 착용 필수\n 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용
2639878,,일부구역 동반가능,,,배변봉투 지참 및 배변처리 필수,,9kg 이하 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용"
2639965,,일부구역 동반가능,,,1층 이외 시설 동반 불가,,맹견 제외 24kg 이하 동반 가능,,목줄 착용
