contentid,originimgurl,smallimageurl,cpyrhtDivCd,imgname,serialnum
127874,http://tong.visitkorea.or.kr/cms/resource/10/3516810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3516810_image3_1.jpg,Type1,고성_송지호 해수욕장 (1),3516810_1
127874,http://tong.visitkorea.or.kr/cms/resource/12/3516812_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3516812_image3_1.jpg,Type1,고성_송지호 해수욕장 (2),3516812_2
127874,http://tong.visitkorea.or.kr/cms/resource/13/3516813_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3516813_image3_1.jpg,Type1,고성_송지호 해수욕장 (3),3516813_3
127874,http://tong.visitkorea.or.kr/cms/resource/15/3516815_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3516815_image3_1.jpg,Type1,고성_송지호 해수욕장 (5),3516815_4
127874,http://tong.visitkorea.or.kr/cms/resource/16/3516816_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3516816_image3_1.jpg,Type1,고성_송지호 해수욕장 (6),3516816_6
127874,http://tong.visitkorea.or.kr/cms/resource/17/3516817_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/3516817_image3_1.jpg,Type1,고성_송지호 해수욕장 (7),3516817_5
128171,http://tong.visitkorea.or.kr/cms/resource/55/2599055_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/2599055_image3_1.jpg,Type3,"강원_고성_평화 관광의 ‘뉴 페이스’, 고성통일전망타워_02",2599055_2
128171,http://tong.visitkorea.or.kr/cms/resource/57/2599057_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/2599057_image3_1.jpg,Type3,"강원_고성_평화 관광의 ‘뉴 페이스’, 고성통일전망타워_04",2599057_3
128171,http://tong.visitkorea.or.kr/cms/resource/59/2599059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2599059_image3_1.jpg,Type3,"강원_고성_평화 관광의 ‘뉴 페이스’, 고성통일전망타워_06",2599059_1
128171,http://tong.visitkorea.or.kr/cms/resource/60/2599060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2599060_image3_1.jpg,Type3,"강원_고성_평화 관광의 ‘뉴 페이스’, 고성통일전망타워_07",2599060_4
128171,http://tong.visitkorea.or.kr/cms/resource/66/2929566_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2929566_image3_1.jpg,Type3,통일전망대_2,2929566_8
128171,http://tong.visitkorea.or.kr/cms/resource/67/2929567_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2929567_image3_1.jpg,Type3,통일전망대_3,2929567_7
128171,http://tong.visitkorea.or.kr/cms/resource/68/2929568_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2929568_image3_1.jpg,Type3,통일전망대_4,2929568_5
128171,http://tong.visitkorea.or.kr/cms/resource/70/2929570_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2929570_image3_1.jpg,Type3,통일전망대_6,2929570_6
128171,http://tong.visitkorea.or.kr/cms/resource/72/2929572_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2929572_image3_1.jpg,Type3,통일전망대_8,2929572_9
128171,http://tong.visitkorea.or.kr/cms/resource/65/2929565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2929565_image3_1.jpg,Type3,통일전망대_1,2929565_10
128749,http://tong.visitkorea.or.kr/cms/resource/51/3515851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3515851_image3_1.jpg,Type1,강원고성_거진항 (9),3515851_9
128749,http://tong.visitkorea.or.kr/cms/resource/52/3515852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3515852_image3_1.jpg,Type1,강원고성_거진항 (10),3515852_2
128749,http://tong.visitkorea.or.kr/cms/resource/53/3515853_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3515853_image3_1.jpg,Type1,강원고성_거진항 (3),3515853_1
128749,http://tong.visitkorea.or.kr/cms/resource/54/3515854_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3515854_image3_1.jpg,Type1,강원고성_거진항 (4),3515854_8
128749,http://tong.visitkorea.or.kr/cms/resource/55/3515855_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3515855_image3_1.jpg,Type1,강원고성_거진항 (2),3515855_3
128749,http://tong.visitkorea.or.kr/cms/resource/67/3515867_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3515867_image3_1.jpg,Type1,강원고성_거진항 (5),3515867_4
128749,http://tong.visitkorea.or.kr/cms/resource/68/3515868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3515868_image3_1.jpg,Type1,강원고성_거진항 (6),3515868_7
128749,http://tong.visitkorea.or.kr/cms/resource/69/3515869_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3515869_image3_1.jpg,Type1,강원고성_거진항 (7),3515869_5
128749,http://tong.visitkorea.or.kr/cms/resource/70/3515870_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3515870_image3_1.jpg,Type1,강원고성_거진항 (8),3515870_6
128750,http://tong.visitkorea.or.kr/cms/resource/53/3517253_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3517253_image3_1.jpg,Type1,고성_자작도해변 (1),3517253_1
128750,http://tong.visitkorea.or.kr/cms/resource/54/3517254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3517254_image3_1.jpg,Type1,고성_자작도해변 (2),3517254_2
128750,http://tong.visitkorea.or.kr/cms/resource/55/3517255_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3517255_image3_1.jpg,Type1,고성_자작도해변 (3),3517255_3
128750,http://tong.visitkorea.or.kr/cms/resource/57/3517257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3517257_image3_1.jpg,Type1,고성_자작도해변 (5),3517257_5
128750,http://tong.visitkorea.or.kr/cms/resource/58/3517258_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3517258_image3_1.jpg,Type1,고성_자작도해변 (6),3517258_4
128750,http://tong.visitkorea.or.kr/cms/resource/59/3517259_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3517259_image3_1.jpg,Type1,고성_자작도해변 (7),3517259_6
129178,http://tong.visitkorea.or.kr/cms/resource/86/3515886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3515886_image3_1.jpg,Type1,강원고성_대진 등대 (4),3515886_2
129178,http://tong.visitkorea.or.kr/cms/resource/87/3515887_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/3515887_image3_1.jpg,Type1,강원고성_대진 등대 (1),3515887_3
129178,http://tong.visitkorea.or.kr/cms/resource/88/3515888_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3515888_image3_1.jpg,Type1,강원고성_대진 등대 (2),3515888_4
129178,http://tong.visitkorea.or.kr/cms/resource/89/3515889_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/3515889_image3_1.jpg,Type1,강원고성_대진 등대 (3),3515889_1
129178,http://tong.visitkorea.or.kr/cms/resource/90/3515890_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3515890_image3_1.jpg,Type1,강원고성_대진 등대 (5),3515890_6
129178,http://tong.visitkorea.or.kr/cms/resource/91/3515891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3515891_image3_1.jpg,Type1,강원고성_대진 등대 (6),3515891_5
129591,http://tong.visitkorea.or.kr/cms/resource/98/3388598_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/3388598_image3_1.jpg,Type3,고성_이승만별장(고성) (1),3388598_5
129591,http://tong.visitkorea.or.kr/cms/resource/99/3388599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3388599_image3_1.jpg,Type3,고성_이승만별장(고성) (2),3388599_2
129591,http://tong.visitkorea.or.kr/cms/resource/00/3388600_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3388600_image3_1.jpg,Type3,고성_이승만별장(고성) (3),3388600_8
129591,http://tong.visitkorea.or.kr/cms/resource/01/3388601_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3388601_image3_1.jpg,Type3,고성_이승만별장(고성) (4),3388601_1
129591,http://tong.visitkorea.or.kr/cms/resource/03/3388603_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3388603_image3_1.jpg,Type3,고성_이승만별장(고성) (6),3388603_3
129591,http://tong.visitkorea.or.kr/cms/resource/04/3388604_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3388604_image3_1.jpg,Type3,고성_이승만별장(고성) (7),3388604_4
129591,http://tong.visitkorea.or.kr/cms/resource/05/3388605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3388605_image3_1.jpg,Type3,고성_이승만별장(고성) (8),3388605_7
129591,http://tong.visitkorea.or.kr/cms/resource/06/3388606_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3388606_image3_1.jpg,Type3,고성_이승만별장(고성) (9),3388606_6
129889,http://tong.visitkorea.or.kr/cms/resource/78/3081078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3081078_image3_1.jpg,Type3,강원_고성_고성문화원 (4),3081078_2
129889,http://tong.visitkorea.or.kr/cms/resource/79/3081079_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3081079_image3_1.jpg,Type3,강원_고성_고성문화원 (9),3081079_4
129889,http://tong.visitkorea.or.kr/cms/resource/80/3081080_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3081080_image3_1.jpg,Type3,강원_고성_고성문화원 (10),3081080_7
129889,http://tong.visitkorea.or.kr/cms/resource/81/3081081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3081081_image3_1.jpg,Type3,강원_고성_고성문화원 (11),3081081_1
129889,http://tong.visitkorea.or.kr/cms/resource/83/3081083_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3081083_image3_1.jpg,Type3,강원_고성_고성문화원 (18),3081083_6
129889,http://tong.visitkorea.or.kr/cms/resource/84/3081084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3081084_image3_1.jpg,Type3,강원_고성_고성문화원 (23),3081084_5
129889,http://tong.visitkorea.or.kr/cms/resource/86/3081086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3081086_image3_1.jpg,Type3,강원_고성_고성문화원 (15),3081086_3
131068,http://tong.visitkorea.or.kr/cms/resource/07/1813107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1813107_image3_1.jpg,Type3,강원도_고성_화진포(바다낚시)01,1813107_1
131068,http://tong.visitkorea.or.kr/cms/resource/09/1813109_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1813109_image3_1.jpg,Type3,강원도_고성_화진포(바다낚시)04,1813109_3
131068,http://tong.visitkorea.or.kr/cms/resource/13/1813113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1813113_image3_1.jpg,Type3,강원도_고성_화진포(바다낚시)05,1813113_4
131068,http://tong.visitkorea.or.kr/cms/resource/86/2653286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2653286_image3_1.jpg,Type3,화진포,2653286_7
131068,http://tong.visitkorea.or.kr/cms/resource/87/2653287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2653287_image3_1.jpg,Type3,화진포,2653287_5
131068,http://tong.visitkorea.or.kr/cms/resource/88/2653288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2653288_image3_1.jpg,Type3,화진포,2653288_6
131068,http://tong.visitkorea.or.kr/cms/resource/89/2653289_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2653289_image3_1.jpg,Type3,화진포,2653289_8
131068,http://tong.visitkorea.or.kr/cms/resource/90/2653290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2653290_image3_1.jpg,Type3,화진포,2653290_2
132783,http://tong.visitkorea.or.kr/cms/resource/70/3378470_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3378470_image3_1.JPG,Type3,"고성_고성 간성시장 (2, 7일) (2)",3378470_1
132783,http://tong.visitkorea.or.kr/cms/resource/72/3378472_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/3378472_image3_1.JPG,Type3,"고성_고성 간성시장 (2, 7일) (3)",3378472_2
132783,http://tong.visitkorea.or.kr/cms/resource/75/3378475_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/75/3378475_image3_1.JPG,Type3,"고성_고성 간성시장 (2, 7일) (4)",3378475_3
132783,http://tong.visitkorea.or.kr/cms/resource/77/3378477_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/77/3378477_image3_1.JPG,Type3,"고성_고성 간성시장 (2, 7일) (5)",3378477_4
132783,http://tong.visitkorea.or.kr/cms/resource/78/3378478_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/78/3378478_image3_1.JPG,Type3,"고성_고성 간성시장 (2, 7일) (6)",3378478_5
132783,http://tong.visitkorea.or.kr/cms/resource/79/3378479_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/3378479_image3_1.JPG,Type3,"고성_고성 간성시장 (2, 7일) (7)",3378479_6
132784,http://tong.visitkorea.or.kr/cms/resource/64/3026764_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3026764_image3_1.jpg,Type3,고성 거진장 거진시장 (1),3026764_1
132784,http://tong.visitkorea.or.kr/cms/resource/65/3026765_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3026765_image3_1.jpg,Type3,고성 거진장 거진시장 (2),3026765_3
132784,http://tong.visitkorea.or.kr/cms/resource/66/3026766_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/3026766_image3_1.jpg,Type3,고성 거진장 거진시장 (3),3026766_8
132784,http://tong.visitkorea.or.kr/cms/resource/67/3026767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/3026767_image3_1.jpg,Type3,고성 거진장 거진시장 (4),3026767_7
132784,http://tong.visitkorea.or.kr/cms/resource/70/3026770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3026770_image3_1.jpg,Type3,고성 거진장 거진시장 (7),3026770_5
132784,http://tong.visitkorea.or.kr/cms/resource/72/3026772_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3026772_image3_1.jpg,Type3,고성 거진장 거진시장 (9),3026772_4
132784,http://tong.visitkorea.or.kr/cms/resource/76/3026776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3026776_image3_1.jpg,Type3,고성 거진장 거진시장 (13),3026776_9
132784,http://tong.visitkorea.or.kr/cms/resource/77/3026777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3026777_image3_1.jpg,Type3,고성 거진장 거진시장 (14),3026777_2
132784,http://tong.visitkorea.or.kr/cms/resource/78/3026778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3026778_image3_1.jpg,Type3,고성 거진장 거진시장 (15),3026778_6
132784,http://tong.visitkorea.or.kr/cms/resource/68/3026768_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3026768_image3_1.jpg,Type3,고성 거진장 거진시장 (5),3026768_15
1911421,http://tong.visitkorea.or.kr/cms/resource/37/3026737_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3026737_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (1),3026737_1
1911421,http://tong.visitkorea.or.kr/cms/resource/38/3026738_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3026738_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (2),3026738_4
1911421,http://tong.visitkorea.or.kr/cms/resource/42/3026742_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3026742_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (6),3026742_5
1911421,http://tong.visitkorea.or.kr/cms/resource/43/3026743_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3026743_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (7),3026743_9
1911421,http://tong.visitkorea.or.kr/cms/resource/44/3026744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3026744_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (8),3026744_3
1911421,http://tong.visitkorea.or.kr/cms/resource/45/3026745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3026745_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (9),3026745_6
1911421,http://tong.visitkorea.or.kr/cms/resource/49/3026749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3026749_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (13),3026749_8
1911421,http://tong.visitkorea.or.kr/cms/resource/51/3026751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3026751_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (15),3026751_7
1911421,http://tong.visitkorea.or.kr/cms/resource/40/3026740_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3026740_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (4),3026740_14
1911421,http://tong.visitkorea.or.kr/cms/resource/41/3026741_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3026741_image3_1.jpg,Type3,고성 DMZ박물관 뮤지엄샵 (5),3026741_11
1922074,http://tong.visitkorea.or.kr/cms/resource/11/3394011_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/3394011_image3_1.JPG,Type3,화진포역사안보전시관 (2),3394011_2
1922074,http://tong.visitkorea.or.kr/cms/resource/12/3394012_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/12/3394012_image3_1.JPG,Type3,화진포역사안보전시관 (3),3394012_5
1922074,http://tong.visitkorea.or.kr/cms/resource/13/3394013_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/3394013_image3_1.JPG,Type3,화진포역사안보전시관 (4),3394013_6
1922074,http://tong.visitkorea.or.kr/cms/resource/14/3394014_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/14/3394014_image3_1.JPG,Type3,화진포역사안보전시관 (5),3394014_4
1922074,http://tong.visitkorea.or.kr/cms/resource/15/3394015_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/3394015_image3_1.JPG,Type3,화진포역사안보전시관 (6),3394015_1
1922074,http://tong.visitkorea.or.kr/cms/resource/16/3394016_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3394016_image3_1.JPG,Type3,화진포역사안보전시관 (7),3394016_3
2514792,http://tong.visitkorea.or.kr/cms/resource/37/3492137_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/3492137_image3_1.JPG,Type3,고성_하늬라벤더팜 (1),3492137_1
2514792,http://tong.visitkorea.or.kr/cms/resource/38/3492138_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3492138_image3_1.jpg,Type3,고성_하늬라벤더팜 (2),3492138_2
2514792,http://tong.visitkorea.or.kr/cms/resource/39/3492139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3492139_image3_1.jpg,Type3,고성_하늬라벤더팜 (3),3492139_3
2514820,http://tong.visitkorea.or.kr/cms/resource/35/3515835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3515835_image3_1.jpg,Type1,강원고성_가진항 (3),3515835_2
2514820,http://tong.visitkorea.or.kr/cms/resource/37/3515837_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3515837_image3_1.jpg,Type1,강원고성_가진항 (2),3515837_1
2514820,http://tong.visitkorea.or.kr/cms/resource/38/3515838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3515838_image3_1.jpg,Type1,강원고성_가진항 (4),3515838_3
2514820,http://tong.visitkorea.or.kr/cms/resource/39/3515839_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3515839_image3_1.jpg,Type1,강원고성_가진항 (5),3515839_5
2514820,http://tong.visitkorea.or.kr/cms/resource/40/3515840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3515840_image3_1.jpg,Type1,강원고성_가진항 (6),3515840_6
2514820,http://tong.visitkorea.or.kr/cms/resource/41/3515841_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3515841_image3_1.jpg,Type1,강원고성_가진항 (7),3515841_4
2514823,http://tong.visitkorea.or.kr/cms/resource/33/3016333_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3016333_image3_1.jpg,Type3,해오름거진항생선찜 (3),3016333_1
2514823,http://tong.visitkorea.or.kr/cms/resource/38/3016338_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/3016338_image3_1.jpg,Type3,해오름거진항생선찜 (8),3016338_2
2514823,http://tong.visitkorea.or.kr/cms/resource/41/3016341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3016341_image3_1.jpg,Type3,해오름거진항생선찜 (11),3016341_3
2514823,http://tong.visitkorea.or.kr/cms/resource/44/3016344_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3016344_image3_1.jpg,Type3,해오름거진항생선찜 (14),3016344_4
2514832,http://tong.visitkorea.or.kr/cms/resource/91/3016291_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3016291_image3_1.jpg,Type3,청보횟집 (6),3016291_2
2514832,http://tong.visitkorea.or.kr/cms/resource/92/3016292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3016292_image3_1.jpg,Type3,청보횟집 (7),3016292_4
2514832,http://tong.visitkorea.or.kr/cms/resource/97/3016297_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3016297_image3_1.jpg,Type3,청보횟집 (12),3016297_1
2514832,http://tong.visitkorea.or.kr/cms/resource/01/3016301_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3016301_image3_1.jpg,Type3,청보횟집 (16),3016301_3
2514847,http://tong.visitkorea.or.kr/cms/resource/11/3016311_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3016311_image3_1.jpg,Type3,고성 문암리 유적 (1),3016311_7
2514847,http://tong.visitkorea.or.kr/cms/resource/12/3016312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3016312_image3_1.jpg,Type3,고성 문암리 유적 (2),3016312_9
2514847,http://tong.visitkorea.or.kr/cms/resource/18/3016318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3016318_image3_1.jpg,Type3,고성 문암리 유적 (8),3016318_6
2514847,http://tong.visitkorea.or.kr/cms/resource/22/3016322_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3016322_image3_1.jpg,Type3,고성 문암리 유적 (12),3016322_1
2514847,http://tong.visitkorea.or.kr/cms/resource/23/3016323_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3016323_image3_1.jpg,Type3,고성 문암리 유적 (13),3016323_4
2514847,http://tong.visitkorea.or.kr/cms/resource/24/3016324_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3016324_image3_1.jpg,Type3,고성 문암리 유적 (14),3016324_2
2514847,http://tong.visitkorea.or.kr/cms/resource/28/3016328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3016328_image3_1.jpg,Type3,고성 문암리 유적 (18),3016328_8
2514847,http://tong.visitkorea.or.kr/cms/resource/29/3016329_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3016329_image3_1.jpg,Type3,고성 문암리 유적 (19),3016329_3
2514847,http://tong.visitkorea.or.kr/cms/resource/30/3016330_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/3016330_image3_1.jpg,Type3,고성 문암리 유적 (20),3016330_5
2514847,http://tong.visitkorea.or.kr/cms/resource/26/3016326_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/3016326_image3_1.jpg,Type3,고성 문암리 유적 (16),3016326_10
2570207,http://tong.visitkorea.or.kr/cms/resource/70/3363770_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3363770_image3_1.jpg,Type3,고성_능파대 (강원평화지역 국가지질공원) (1),3363770_5
2570207,http://tong.visitkorea.or.kr/cms/resource/71/3363771_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3363771_image3_1.jpg,Type3,고성_능파대 (강원평화지역 국가지질공원) (2),3363771_4
2570207,http://tong.visitkorea.or.kr/cms/resource/72/3363772_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3363772_image3_1.jpg,Type3,고성_능파대 (강원평화지역 국가지질공원) (3),3363772_3
2570207,http://tong.visitkorea.or.kr/cms/resource/74/3363774_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3363774_image3_1.jpg,Type3,고성_능파대 (강원평화지역 국가지질공원) (5),3363774_2
2570207,http://tong.visitkorea.or.kr/cms/resource/75/3363775_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3363775_image3_1.jpg,Type3,고성_능파대 (강원평화지역 국가지질공원) (6),3363775_1
2616507,http://tong.visitkorea.or.kr/cms/resource/04/2616504_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/04/2616504_image3_1.bmp,Type3,고성 제3기 현무암_4,2616504_1
2616507,http://tong.visitkorea.or.kr/cms/resource/05/2616505_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/05/2616505_image2_1.bmp,Type3,고성 제3기 현무암_5,2616505_3
2616507,http://tong.visitkorea.or.kr/cms/resource/06/2616506_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/06/2616506_image2_1.bmp,Type3,고성 제3기 현무암_6,2616506_2
2724982,http://tong.visitkorea.or.kr/cms/resource/95/3006795_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3006795_image3_1.jpg,Type3,화진포해수욕장 (2),3006795_3
2724982,http://tong.visitkorea.or.kr/cms/resource/96/3006796_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3006796_image3_1.jpg,Type3,화진포해수욕장 (3),3006796_5
2724982,http://tong.visitkorea.or.kr/cms/resource/99/3006799_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/3006799_image3_1.jpg,Type3,화진포해수욕장 (6),3006799_9
2724982,http://tong.visitkorea.or.kr/cms/resource/01/3006801_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3006801_image3_1.jpg,Type3,화진포해수욕장 (8),3006801_1
2724982,http://tong.visitkorea.or.kr/cms/resource/02/3006802_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/3006802_image3_1.jpg,Type3,화진포해수욕장 (9),3006802_4
2724982,http://tong.visitkorea.or.kr/cms/resource/03/3006803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3006803_image3_1.jpg,Type3,화진포해수욕장 (10),3006803_8
2724982,http://tong.visitkorea.or.kr/cms/resource/05/3006805_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3006805_image3_1.jpg,Type3,화진포해수욕장 (12),3006805_7
2724982,http://tong.visitkorea.or.kr/cms/resource/14/3006814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3006814_image3_1.jpg,Type3,화진포해수욕장 (18),3006814_2
