contentid,contenttypeid,title,homepage,tel,zipcode,addr1,addr2,areacode,sigungucode,cat1,cat2,cat3,mapx,mapy,mlevel,firstimage,firstimage2,createdtime,modifiedtime,overview,cpyrhtDivCd,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,telname
2715935,12,교암항,,,,강원특별자치도 고성군 토성면 교암리 151-10,,32,2,A01,A0101,A01011400,128.5481315,38.29017438,6,http://tong.visitkorea.or.kr/cms/resource/03/3394003_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/3394003_image3_1.JPG,2.02105E+13,2.02503E+13,"교암항은 강원도 고성군 토성면 교암리에 있는 어항이다. 1972년 5월 4일 지방어항으로 지정하여 관리하고 있다. 북쪽의 죽왕면 문암리와 경계를 이루는 곳으로 해안선을 따라 문암2리 항구와 도로가 연결되어 있으며, 천학정이 있는 항구로 알려져 있는 조용한 항구이다. 교암은 일제시대부터 수산업이 성했던 지역으로 동해안에서 청어가 제일 많이 잡힌 곳이다. 청어잡이는 해방될 때까지 지속되었고 일본으로 수출하기도 했다. 또한 10여년 전까지만 하더라도 교암은 미역을 많이 채취했다고 한다. 교암리 앞 바다에 있는 먼섬, 앞섬 주위에서 많이 났다. (출처 : 강원특별자치도청)",Type3,51,820,NA,NA02,NA020700,
2720146,12,초도항,"<a href=""https://www.gwgs.go.kr/tour/index.do#"" target=""_blank"" title=""새창 : 고성군 문화관광 홈페이지로 이동"">https://www.gwgs.go.kr/tour/</a>",,24706,강원특별자치도 고성군 현내면 초도리,01월 02일,32,2,A01,A0101,A01011400,128.4386826,38.48650767,6,http://tong.visitkorea.or.kr/cms/resource/97/3378497_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/3378497_image3_1.JPG,2.02106E+13,2.02503E+13,"강원특별자치도 고성군에 위치한 초도항은 화진포 해수욕장에서 조금만 위쪽으로 올라가면 나오는 작고 소박한 항구이다. 이곳은 성게가 특산물인 만큼 성게마을이라고도 불리고 있다. 항구에는 성게 모양과 조개 모양을 한 조형물이 설치되어 있고, 빨간 등대, 그리고 성게를 들고 있는 해녀의 벽화를 볼 수 있다. 작은 항구이지만 계절별로 다양한 어종이 잡혀 낚시를 즐기는 사람들도 많다. 잔잔하게 바다를 보며 휴식을 취하고 싶다면 초도항에 방문해 보는 것도 좋다.",Type3,51,820,NA,NA02,NA020700,
2724982,12,화진포해수욕장,"<a href=""http://hwajinpobeach.co.kr/about/"" target=""_blank"" title=""새창 : 화진포해수욕장 홈페이지로 이동"">http://hwajinpobeach.co.kr</a>",,24710,강원특별자치도 고성군 현내면 화진포길 386,,32,2,A01,A0101,A01011200,128.4361968,38.48226367,6,http://tong.visitkorea.or.kr/cms/resource/97/3006797_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/3006797_image3_1.jpg,2.02107E+13,2.02504E+13,"1973년 개장된 화진포해변은 수만 년 동안 조개껍질과 바위가 부서져 만들어진 모나지 성분의 모래로 구성된 백사장이 펼쳐져 있는 곳으로 모래를 밟으면 소리가 나고 개미가 살지 않는 것이 특징이다. 해변의 길이는 1.7㎞, 넓이 약 70m, 수심 1~1.5m이며, 완만한 백사장과 맑은 바닷물, 얕은 수심으로 많은 관광객들이 찾고 있다. 기암괴석이 신비의 극치를 이루고 있으며 광활한 화진포 호수에 울창한 송림이 병풍처럼 둘러싸인 자연 풍광이 수려한 해변으로 김일성 별장, 이승만 초대 대통령 별장, 이기붕 별장, 화진포 해양 박물관이 있으며, 동해에 한가로이 떠 있는 갈매기와 금구도의 대나무 숲 풍경은 천하의 절경이다. 1990년 11월 24일 국민관광지로 지정되었고 조성계획이 수립되어 주차장과 진입로 확장포장, 화장실 등 기반 시설 등을 갖추고 있다.",Type3,51,820,NA,NA02,NA020900,
2727232,28,봉수대오토캠핑장,"<a href=""http://www.bongsucamp.com/g5/"" target=""_blank"" title=""새창 : 봉수대오토캠핑장 홈페이지로 이동"">http://www.bongsucamp.com/g5/</a>",,24747,강원특별자치도 고성군 죽왕면 봉수대길 10-22,,32,2,A03,A0302,A03021700,128.5264213,38.32425054,6,http://tong.visitkorea.or.kr/cms/resource/15/2727215_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2727215_image2_1.jpg,2.02107E+13,2.02509E+13,"봉수대오토캠핑장은 강원도 고성군 죽왕면에 있다. 동해고속도로 속초 IC에서 오호초등학교 방면으로 15분가량 달리면 도착한다. 이곳은 오랫동안 군사시설보호구역이었다가 해제되어 비교적 훼손되지 않은 청정해변으로 유명한 봉수대해수욕장에 있다. 여름이면 해수욕과 해양레포츠까지 즐길 수 있다. 오토캠핑장은 84면이며 주차 공간, 전기시설, 목조테이블을 제공한다. 넓은 부지에 사이트가 많지만 곳곳에 6개의 개수대가 자리잡고 있어서 어느 장소에서든 접근하기 쉽다. 화장실과 샤워장도 남녀 각각 2곳씩 총 4곳이다. 10대의 캐러밴은 모두 봉수대해수욕장을 조망할 수 있게 배치했다. 외부에는 바비큐가 가능한 목조테이블과 의자를 갖췄다. 내부에는 침대, 냉난방기, 개수대, 냉장고, TV, 취사도구, 식기류, 화장실, 샤워실이 있다.",Type3,51,820,AC,AC05,AC050200,
2727740,12,반암항,"<a href=""https://www.gwgs.go.kr/tour/index.do#"" target=""_blank"" title=""새창 : 고성군 문화관광 홈페이지로 이동"">https://www.gwgs.go.kr/tour/index.do#</a>",,24723,강원특별자치도 고성군 거진읍 자산천로 102-15,,32,2,A01,A0101,A01011400,128.4618518,38.42463202,6,http://tong.visitkorea.or.kr/cms/resource/26/3383926_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/3383926_image3_1.JPG,2.02107E+13,2.02503E+13,"반암항은 강원도 고성군 거진읍 반암리에 위치한 어항이다 반암항이 위치한 반암리는 간성읍과 거진읍의 중간지점에 위치한 지역으로 국도변에 접하여 찾기 쉽다. 간성에서 화진포 방면으로 조금 가면 반암해수욕장의 입간판이 보인다. 모래사장의 길이는 12㎞이다. 군사지역 내에 있어 오염되지 않은 깨끗한 물이 자랑이며, 다른 해수욕장들보다 한적한 맛을 즐길 수 있다. 또한, 이곳은 바다낚시가 아주 잘 되며, 아침, 저녁 멸치잡이가 잘 되어 찾는 이들이 많다. 해안선은 둥글게 굴곡이 져 있고 백사장 끝에는 바위가 드러나 있다. 해수욕장과 백사장을 사계절 운영하며, 한적한 곳을 선호하는 사람들이 주로 찾는다.",Type3,51,820,NA,NA02,NA020700,
2729401,28,백도해수욕장오토캠핑장,"<a href=""http://www.baekdo.co.kr/"" target=""_blank"" title=""새창 : 고성군 공공캠핑장 예약 홈페이지로 이동"">http://www.baekdo.co.kr/</a>",,24752,강원특별자치도 고성군 죽왕면 문암항길 133,,32,2,A03,A0302,A03021700,128.5457592,38.30166744,6,http://tong.visitkorea.or.kr/cms/resource/32/2729232_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/2729232_image2_1.JPG,2.02108E+13,2.02509E+13,"속초와 간성 중간쯤에 백도해수욕장이 있는데 백도 오토캠핑장은 이곳 백도해수욕장 해변에 자리 잡고 있는 공영 캠핑장으로 바다를 조망하는 해변 캠핑장으로 유명하다. 해수욕장 아래쪽에 하얀 바위섬이 있는데 백도라는 이름은 여기에서 연유한다. 해변 위 쪽은 그림처럼 작지만 아름다운 백도항이 있고 아래쪽은 문암항과 문암해변으로 연결된다. 뒤로 설악산 줄기가 실루엣처럼 드리워져 있고 소나무 숲이 울창해 운치가 있다. 활처럼 휜 백사장과 얕은 경사가 해수욕하기에 안성맞춤이다. 최근에는 이곳에서도 서핑을 즐기는 사람들이 많다. 캠핑장에서 멀지 않은 곳에 천학정, 청간정, 세계잼버리장, 화암사, 송지호 등이 있다.",Type3,51,820,AC,AC05,AC050200,
2729960,28,청간정카라반,"<a href=""http://www.rptkorea.co.kr/main/index.html""target=""_blank"" title=""새창 : 알티피코리아 홈페이지로 이동"">http://www.rptkorea.co.kr/main/</a>",,24766,강원특별자치도 고성군 토성면 중앙로 642-22,,32,2,A03,A0302,A03021700,128.5740557,38.24087785,6,http://tong.visitkorea.or.kr/cms/resource/21/2729921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2729921_image3_1.jpg,2.02108E+13,2.02509E+13,"청간정 콘도 카라반 캠핑장은 강원도 고성군 토성면에 위치해 있다 15대의 캐러밴 모두 동해를 한눈에 담을 수 있게 배치했다. 카라반 창을 통해 24시간 출렁이는 바다를 감상할 수 있고 일출과 일몰시 백사장 산책이 가능하지만 수영금지구역이다. 카라반 외부는 전용 데크가 있으며 바비큐 시설과 파라솔, 테이블, 의자가 준비돼있다. 내부에는 침대, 냉난방기, 개수대, 냉장고, TV, 취사도구, 식기류, 화장실, 샤워실이 있어 불편함이 없다. 관리소에서 바비큐에 필요한 그릴 등을 대여해 주고 있으며 식품과 잡화를 취급하는 매점이 있지만 육군에서 운영하고 있어 민간인 이용은 제한된다.",Type3,51,820,AC,AC05,AC050300,
2734062,28,티피캠핑장,"<a href=""https://cafe.naver.com/teepee"" target=""_blank"" title=""새창 : 티피캠핑장 네이버카페로 이동"">https://cafe.naver.com/teepee</a>",,24752,강원특별자치도 고성군 죽왕면 괘진길 54,,32,2,A03,A0302,A03021700,128.5488313,38.29594872,6,http://tong.visitkorea.or.kr/cms/resource/68/2734168_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/2734168_image2_1.JPG,2.02108E+13,2.02509E+13,"고성 문암해변에 있는 티피캠핑장은 문암항, 문암해변, 능파대에 둘러싸여 3면이 바다인 바다가 가장 가까운 캠핑장이다. 캠핑장 앞에 바다와 산이 보이는 능파대가 있어 눈과 마음이 시원해진다. 이곳은 10월부터 4월까지 캠핑카 또는 트레일러 장박이 가능하며 부대시설로 편의점이 있어 간단한 물품 구매가 가능하고 카페도 있어 커피를 마시며 캠핑을 즐길 수 있다는 장점이 있다.",Type3,51,820,AC,AC05,AC050100,
2734070,28,수목화송정마을오토캠핑장,"<a href=""http://www.sjmaeul.co.kr/"" target=""_blank"" title=""새창 : 송정말을 수목화펜션&오토캠핑장 홈페이지로 이동"">http://www.sjmaeul.co.kr/</a>",,24709,강원특별자치도 고성군 거진읍 건봉사로 1503-1,,32,2,A03,A0302,A03021700,128.4224827,38.44124875,6,http://tong.visitkorea.or.kr/cms/resource/86/2734786_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/86/2734786_image2_1.JPG,2.02108E+13,2.02509E+13,"백두대간 최북단 송정리 수목화마을에 위치한 수목화 송정마을 오토캠핑장은, 노루목 저수지에서 거진항까지 연결된 폭 170m 자산천이 흐르고 있다. 마을체험시설과 향토음식체험장도 함께 운영하고 있다. 독일 한스자이델재단과 협력사업 체결로 조성된 독일 바이로이트군 우호교류협력체결기념 소공원과 생태탐방로가 있다. 마을 앞산, 냉정골 생태탐방로에는 천연약수터가 있으며 정상에서는 동해바다와 금강산 해금강, 말무리반도를 한눈에 조망할 수 있다. 주변에는 전국 4대 사찰인 건봉사, 거진항이 있다.",Type3,51,820,AC,AC05,AC050200,
2735355,12,거진등대해맞이공원,"<a href=""https://www.gwgs.go.kr/tour/index.do"" target=""_blank"" title=""새창 : 고성군 문화관광 홈페이지로 이동"">www.gwgs.go.kr/tour/</a>",,24712,강원특별자치도 고성군 거진읍 거탄진로209번길 19,,32,2,A02,A0202,A02020700,128.4644147,38.44896533,6,http://tong.visitkorea.or.kr/cms/resource/93/3515893_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3515893_image3_1.jpg,2.02108E+13,2.02508E+13,"강원도 고성군 거진읍 거진항이 내려다보이는 절벽 위에 하얗고 우뚝 솟은 거진등대는 예전에는 유인 등대였지만 현재는 대진등대에서 관할하면서 체육공원과 해맞이 공원으로 새롭게 거듭났다. 등대 주변으로 각종 체육 시설, 산책로, 해안 자전거도로, 벤치와 전망대 등이 설치되어 있어 주민들과 이곳을 지나는 관광객들이 산책 겸 휴식을 취하기 위하여 자주 드나들고 있다. 소나무 숲이 길게 이어진 계단으로 된 산책로를 따라 쭉 올라가다 보면 끄트머리에 전망대가 있어 연인들의 데이트코스로도 인기가 있으며 아침에 이곳에 바라보는 일출 또한 장관이다.",Type1,51,820,VE,VE03,VE030100,
2735384,12,아야진항,"<a href=""https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_09/view.do?cntno=104"" target=""_blank"" title=""새창 : 고성군 문화관광 홈페이지로 이동"">https://www.gwgs.go.kr/tour/</a>",,24756,강원특별자치도 고성군 토성면 아야진해변길 106-16,,32,2,A01,A0101,A01011400,128.5577284,38.27369315,6,http://tong.visitkorea.or.kr/cms/resource/04/3378504_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/04/3378504_image3_1.JPG,2.02108E+13,2.02503E+13,"강원특별자치도 고성군 토성면 아야진리에 위치한 아야진항은 1971년 12월 21일 국가어항으로 지정되었다. 이곳은 특이하게 두 곳으로 나뉘어 있다. 아야진은 원래 ‘대야진’이라고 하였는데 일제강점기 때 일본이 큰 대(大) 자를 사용하지 못하게 해 아야진으로 바뀌었다는 유래가 있다. 항구 주변 바닷가에는 바위가 많아 낚시하기에도 좋다. 아야진항의 주요 어종은 양미리, 복어, 도루묵, 꽁치 등이다. 바위에 파도가 부딪칠 때 그 모습은 한 폭의 그림과도 같아 관광객이 자주 찾고 있다.",Type3,51,820,NA,NA02,NA020700,
2735605,12,천진항,"<a href=""https://www.gwgs.go.kr/tour/index.do#"" target=""_blank"" title=""새창 : 고성 문화관광 홈페이지로 이동"">https://www.gwgs.go.kr/tour/</a>",,24764,강원특별자치도 고성군 토성면 천진해변길 46,,32,2,A01,A0101,A01011400,128.5607035,38.26061695,6,http://tong.visitkorea.or.kr/cms/resource/70/3517270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3517270_image3_1.jpg,2.02108E+13,2.02508E+13,"천진항은 강원특별자치도 고성군 토성면 천진리에 있는 어항이다. 1972년 5월 4일 지방어항으로 지정하여 관리하고 있다 천진항과 항구와 해수욕장이 붙어있는 것이 특징이다. 방파제에서는 바다낚시를 즐길 수 있으며, 천진항에서는 싱싱한 활어회를 싼값에 맛 볼수 있다. 천진항은 어선들이 정박하는 어항이라기보다는 해수욕장과 관광객을 위한 배들이 정박하는 작은 항구라 할 수 있다. 이 곳은 스킨스쿠버를 즐기는 사람들이 많이 방문한다.",Type1,51,820,NA,NA02,NA020700,
2744533,28,말보로맨오토캠핑장,,,24763,강원특별자치도 고성군 토성면 서신평1길 46,,32,2,A03,A0302,A03021700,128.5124588,38.23128888,6,http://tong.visitkorea.or.kr/cms/resource/05/2744805_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/05/2744805_image2_1.JPG,2.02109E+13,2.02408E+13,"말보로맨 오토캠핑장은 화암사 가는 길에 위치하고 있다. 캠핑장에서 울산바위가 올려다 보여 최고의 전망을 자랑한다. 또한 속초 해변에서 설악산에 이르는 중간 고도에 분지처럼 자리 잡고 있어 아늑함과 시원함을 동시에 느낄 수 있다. 이곳은 펜션 2동, 민박 3동, 캐러밴 6동, 캠핑장 데크 5면으로 구성되어 있는 종합 야영장이다. 캐러밴, 펜션, 민박 내부에 각종 취사도구가 구비되고 있으며 온수 사용이 가능한 개별 욕실을 갖추고 있다. 또한 캠핑장 내에 카페가 있어 차 한 잔의 여유를 즐길 수 있다. 근처에 화암사와 잼버리장 등의 관광지가 있어 연계 관광이 용이하고, 봉포와 천진해수욕장까지 차량을 이용해 10분 이내에 닿을 수 있다.",Type3,51,820,AC,AC05,AC050200,
2745718,28,명파해변오토캠핑장,"<a href=""https://myeongpa.com"" target=""_blank"" title=""새창 : 명파 아트호텔 및 오토캠핑장 홈페이지로 이동"">https://myeongpa.com</a>",,24701,강원특별자치도 고성군 현내면 명파4길 47,,32,2,A03,A0302,A03021700,128.4053921,38.54348925,6,http://tong.visitkorea.or.kr/cms/resource/72/2746472_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/72/2746472_image3_1.JPG,2.02109E+13,2.02509E+13,"명파 해변 오토캠핑장은 동해안 최북단에 위치해 있는 명파해수욕장에 조성되어 있다. 해수욕장 주차장 앞쪽으로 관리사무소 1동, 야영 데크 21개면, 돔하우스 5동이 조성되어 있다. 그러나 이곳은 군 통제지역으로 철조망이 설치되어 있기 때문에 캠핑장에서 해변으로 바로 나갈 수는 없다. 군에서 개방하는 시간에만 해변을 이용할 수 있는데 여름철에는 오전 7시부터 늦은 밤까지 개방하고 있어 해변 이용에 큰 불편은 없다. 참고로 명파해변은 주변의 기암괴석과 500m 길이의 고운 백사장이 어우러져 가족단위 피서지로 각광을 받고 있다. 그러나 지리적인 특징 때문에 찾는 사람들이 적은 편이어서 한적하게 즐길 수 있다. 또한 해수욕장 옆에는 은어와 연어의 산란지로 유명한 명파천이 흐르고 있다.",Type3,51,820,AC,AC05,AC050200,
2747957,28,강원평화누리길 16코스 고성 울산바위비경길,,,24766,강원특별자치도 고성군 토성면 잼버리로 244,미시령옛길~청간정,32,2,A03,A0302,A03022700,128.4965994,38.22288122,6,http://tong.visitkorea.or.kr/cms/resource/78/2747978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2747978_image3_1.jpg,2.02109E+13,2.02508E+13,"강원평화누리길은 북한과 맞닿아 있는 서해안 강화도에서 동해안 고성까지의 접경지역을 동서로 연결하는 트래킹, 자전거길이다. 특히 강원도 평화누리길은 철원, 화천, 양구, 인제, 고성을 관통하며 총 361.2km, 20개 코스가 조성되어 있다. 분단의 역사와 아름다운 자연이 이어지는 길을 느끼고 싶다면 평화누리길을 추천한다. 강원평화누리길 16코스 고성 울산바위비경길은 미시령 옛길부터 청간정까지 농촌의 드넓은 들판과 나무숲길을 걸을 수 있는 코스로 청정고성을 느낄 수 있다. 특히 미시령 정상에서 내려오며 마주하는 울산바위의 풍광은 그야말로 장관이다. 미시령옛길~울산바위전망대~강원도 세계 잼버리수련원~청간정이 정식 코스이다.",Type3,51,820,LS,LS01,LS011900,
2748011,28,강원평화누리길 17코스 고성 송지호 철새길,,,24735,강원특별자치도 고성군 간성읍 고성중앙길 9,,32,2,A03,A0302,A03022700,128.467886,38.38067337,6,http://tong.visitkorea.or.kr/cms/resource/80/2747980_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2747980_image3_1.jpg,2.02109E+13,2.02412E+13,"강원평화누리길은 북한과 맞닿아 있는 서해안 강화도에서 동해안 고성까지의 접경지역을 동서로 연결하는 트래킹, 자전거길이다. 특히 강원도 평화누리길은 철원, 화천, 양구, 인제, 고성을 관통하며 총 연장 361.2km, 20개 코스가 조성되어 있다. 분단의 역사와 아름다운 자연이 이어지는 길을 느끼고 싶다면 평화누리길을 추천한다. ‘강원평화누리길 17코스 고성 송지호 철새길’은 청간정에서 동해안 길을 따라 올라가다보면 아야지항, 교암항 등 작지만 매력적인 항구들을 만날 수 있다. 특히 송지호철새관망타워에 올라 송지호에서 불어오는 바람을 맞으면 가슴이 탁 트임을 느낀다.",Type3,51,820,LS,LS01,LS011900,
2748045,28,강원평화누리길 18코스 고성 거진명태고향길,,,24735,강원특별자치도 고성군 간성읍 고성중앙길 9,,32,2,A03,A0302,A03022700,128.467886,38.38067337,6,http://tong.visitkorea.or.kr/cms/resource/38/1906638_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1906638_image3_1.jpg,2.02109E+13,2.02412E+13,"강원평화누리길은 북한과 맞닿아 있는 서해안 강화도에서 동해안 고성까지의 접경지역을 동서로 연결하는 트래킹, 자전거길이다. 특히 강원도 평화누리길은 철원, 화천, 양구, 인제, 고성을 관통하며 총 연장 361.2km, 20개 코스가 조성되어 있다. 분단의 역사와 아름다운 자연이 이어지는 길을 느끼고 싶다면 평화누리길을 추천한다. 코스소개 : ‘강원평화누리길 18코스 고성 거진명태고향길’은 동해안의 정취를 느끼며 걷다가 고성 읍내로 진입하면 논과 밭이 보이는 농촌 특유의 포근함에 매료되는 길이다. 좀 더 걷다보면 한적한 오솔길을 만나고 또 가다보면 다시바다를 맞이하게 된다. 다양한 자연의 풍광을 경험할 수 있는 매력적인 코스다. 주요지점 : 공현진해변 > 가진항 > 북천철교 쉼터 > 거진항",Type3,51,820,LS,LS01,LS011900,
2748069,28,강원평화누리길 19코스 고성 통일로 가는길,"<a href=""https://www.gwgs.go.kr/kor/index.do"" target=""_blank"" title=""새창: 고성군청 홈페이지로 이동"">https://www.gwgs.go.kr/kor/index.do</a>",,24735,강원특별자치도 고성군 간성읍 고성중앙길 9,,32,2,A03,A0302,A03022700,128.467886,38.38067337,6,http://tong.visitkorea.or.kr/cms/resource/54/2599054_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2599054_image3_1.jpg,2.02109E+13,2.02412E+13,"강원평화누리길은 북한과 맞닿아 있는 서해안 강화도에서 동해안 고성까지의 접경지역을 동서로 연결하는 트래킹, 자전거길이다. 특히 강원도 평화누리길은 철원, 화천, 양구, 인제, 고성을 관통하며 총 연장 361.2km, 20개 코스가 조성되어 있다. 분단의 역사와 아름다운 자연이 이어지는 길을 느끼고 싶다면 평화누리길을 추천한다.<br /><br /> 코스소개 : '강원평화누리길 19코스 고성 통일로 가는길'은 거진항부터 화진포와 대진항을 거쳐 계속 북쪽으로 걷다보면 북한과 가장 인접한 통일전망대에 이르게 되는 길이다. 전망대에 올라 해금강과 금강산을 바라보며 안타까운 분단의 현실을 잠시나 달랠 수 있다.<br /> 주요지점 : 거진항 -> 대진항 -> 명파해변 -> 통일전망대",Type3,51,820,LS,LS01,LS011900,
2748089,28,[화진포 둘레길] 제3 코스,"<a href=""https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_12/view.do?cntno=108""target=""_blank"" title=""새창: 고성군청 홈페이지로 이동"">https://www.gwgs.go.kr/</a>",,24735,강원특별자치도 고성군 간성읍 고성중앙길 9,,32,2,A03,A0302,A03022700,128.467886,38.38067337,6,http://tong.visitkorea.or.kr/cms/resource/88/2653288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2653288_image3_1.jpg,2.02109E+13,2.02503E+13,"강원평화누리길은 북한과 맞닿아 있는 서해안 강화도에서 동해안 고성까지의 접경지역을 동서로 연결하는 트래킹, 자전거길이다. 특히 강원도 평화누리길은 철원, 화천, 양구, 인제, 고성을 관통하며 총 연장 361.2km, 20개 코스가 조성되어 있다. 넓은 갈대밭위에 수천마리의 철새와 고니가 날아들고 울창한 송림으로 둘러싸여 주변경관이 빼어나 예로부터 주변에 유명한 별장들이 많았던 곳이다. 분단의 역사와 아름다운 자연이 이어지는 길을 느끼고 싶다면 평화누리길을 추천한다.",Type3,51,820,LS,LS01,LS011900,
2753110,28,꽃내라팜,"<a href=""http://www.xn--js0bj1a22mi24a.kr/"" target=""_blank"" title=""새창 : 꽃내라팜 사이트로 이동"">http://www.꽃내라팜.kr</a>",,24740,강원특별자치도 고성군 간성읍 꽃내마루길 75,,32,2,A03,A0302,A03021700,128.427224,38.34937068,6,http://tong.visitkorea.or.kr/cms/resource/23/2752923_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/2752923_image3_1.JPG,2.0211E+13,2.02507E+13,"강원도 고성에 위치한 꽃내라팜은 드넓은 부지에, 라벤더와 아로니아를 비롯 다양한 식물들을 재배하고, 아기자기한 동물원까지 갖춘 교육형 캠핑장이다. 사계절 다양한 체험 프로그램들을 진행하고 있어, 자녀들과 방문하기 좋다. 가을에는 보랏빛으로 펼쳐지는 이국적인 라벤더 재배지는 향기롭고 사진 찍기도 좋아 인기가 많다. 차로 20분 이내에 속초 시내로 나가면 바다에서 해수욕을 즐길 수 있고, 속초 시장에서 먹거리를 마련하기도 용이하다. 잔디밭에 오토캠핑장과 소나무 숲에 계곡을 끼고 있는 캠핑장이 있고, 민박도 함께 운영하고 있어 선택의 폭이 넓다.",Type3,51,820,AC,AC05,AC050100,
2774685,39,장미경양식,,,24715,강원특별자치도 고성군 거진읍 거진길 37-1,,32,2,A05,A0502,A05020200,128.454774,38.44744033,6,,,2.02111E+13,2.02501E+13,"강원 고성군 거진읍 시내에 위치한 돈가스 전문점이다. 일반 돈가스와 치즈 돈가스 두 가지 메뉴만 판매하고 있는 돈가스 전문점이다. 옛날 경양식답게 수프가 에피타이저로 나오고 추가 주문도 가능하다. 커다란 왕돈까스에 소스를 듬뿍 뿌려주는 옛날 방식의 경양식 돈가스를 맛볼 수 있다. 2021년 초부터 판매하기 시작한 치즈 돈가스는 고기 사이에 치즈가 들어가 있다는 점만 다르고, 소스가 듬뿍 뿌려져 있는 것은 일반 돈가스와 똑같다.",,51,820,FD,FD02,FD020300,
2774690,39,화진포박포수가든,,,24707,강원특별자치도 고성군 현내면 화진포서길 76,,32,2,A05,A0502,A05020100,128.4221649,38.47868882,6,,,2.02111E+13,2.02408E+13,"화진포박포수가든은 화진포에서 3대째 이어 운영 중인 막국수전문점이다. 막국수가 시원한 동치미 국물과 함께 나와 기호에 따라서 들기름, 식초, 겨자, 설탕을 넣어 먹으면 된다. 비빔국수는 따로 없어서 동치미 국물을 조절하여 먹는다. 막국수와 함께 즐길 수 있는 암퇘지 수육, 도토리묵 무침, 메밀 왕만두, 전병, 명태 식해도 판매하고 있으며, 겨울 계절 메뉴로 왕만둣국이 있다. 명태 식해는 따로 포장 판매도 하고 있다.",,51,820,FD,FD01,FD010100,
2774691,39,영순네횟집,,,24765,강원특별자치도 고성군 토성면 봉포해변길 99,,32,2,A05,A0502,A05020100,128.567631,38.24970169,6,,,2.02111E+13,2.02501E+13,"봉포 해수욕장과 봉포항 근처에 위치한 횟집으로 자연산 활어회와 해산물이 푸짐하게 들어간 물회를 맛볼 수 있다. 회와 대게, 매운탕, 물회를 세트로 구성한 회랑게랑 세트가 대표메뉴이다. 물회, 특물회는 ‘오색 빛깔 물회’라는 별명이 있을 정도로 다채로운 해산물이 푸짐하게 들어가는 메뉴로 인기가 많다. 그 외에도 대게, 킹크랩, 회덮밥, 전복죽, 성게알 비빔밥, 멍게 비빔밥, 오징어순대, 매운탕, 우럭 지리, 오징어, 해삼 등 여러 가지 해산물 메뉴를 판매하고 있다.",,51,820,FD,FD01,FD010100,
2774693,39,고성부부횟집,,,24744,강원특별자치도 고성군 죽왕면 가진해변길 88,,32,2,A05,A0502,A05020100,128.5082132,38.37051423,6,http://tong.visitkorea.or.kr/cms/resource/73/2776873_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2776873_image3_1.jpg,2.02111E+13,2.02412E+13,"가진항, 가진 해수욕장 근처에 위치한 가족끼리 운영하는 물회, 회덮밥 전문점이다. 얇게 뜬 광어회가 가득 올라간 광어 회덮밥과 자연산 해산물이 들어간 물가자미 물회가 대표메뉴이며, 우럭매운탕과 활어회, 해삼, 멍게도 판매하고 있다. 아이를 위한 메뉴는 별도로 없지만 기본 반찬으로 미역국과 어묵 볶음 등이 나온다. 넓은 실내공간에 테이블 간격도 넓어서 쾌적하게 식사할 수 있고, 포장도 가능하다.",Type3,51,820,FD,FD01,FD010100,
2774695,39,포레스트카페,,,24750,강원특별자치도 고성군 죽왕면 순포로 4-21,1층 포레스트카페,32,2,A05,A0502,A05020900,128.5256216,38.3187956,6,,,2.02111E+13,2.02408E+13,"고성에 위치해 있는 카페로 카멜레온, 거북이를 비롯한 다양한 파충류와 알파카도 만나볼 수 있는 곳이다. 파충류에 관심 있는 어린이를 동반한 가족에게 인기가 많으며 일부 파충류는 분양도 가능하다. 별도의 입장료는 없으나 1인 1메뉴 이상 주문해야 한다. 아메리카노, 카페라테 등의 커피 메뉴와 스무디, 에이드, 대추차, 유자차 등의 차 종류도 판매하고 있어 어린이부터 어르신까지 입맛에 맞춰 음료 선택을 할 수 있다.",,51,820,FD,FD05,FD050100,
