addr1,addr2,zipcode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,progresstype,festivaltype
충청남도 부여군 부여읍 정림로 83,정림사지,33150,A02,A0207,A02070200,2756253,15,2.0211E+13,20251002,20251012,http://tong.visitkorea.or.kr/cms/resource/59/3536559_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3536559_image3_1.jpg,Type3,126.9128956,36.27907106,6,2.02509E+13,34,6,041-837-1722,국가유산 미디어아트 부여 정림사지,44,760,EV,EV01,EV010600,선택안함,선택안함
경기도 수원시 권선구 수인로 154 (서둔동),,16429,A02,A0208,A02081300,3114685,15,2.02404E+13,20250503,20250505,http://tong.visitkorea.or.kr/cms/resource/32/3488132_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3488132_image2_1.jpg,Type3,126.9826872,37.27547976,6,2.02505E+13,31,13,031-324-9114~5,국립농업박물관 어린이날 행사,41,113,EV,EV03,EV030400,선택안함,선택안함
충청북도 충주시 번영대로 270-10 (연수동),,27331,A02,A0208,A02081300,3489258,15,2.02505E+13,20250505,20250505,http://tong.visitkorea.or.kr/cms/resource/57/3489257_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/57/3489257_image3_1.png,Type3,127.9487887,36.98573628,6,2.02505E+13,33,11,043-901-7060,국립충주기상과학관 어린이 날 기상과학 놀이마당,43,130,EV,EV03,EV030400,선택안함,선택안함
강원특별자치도 양구군 양구읍 박수근로 366-33,(양구읍),24519,A02,A0207,A02070200,1199173,15,2.01102E+13,20250212,20250212,http://tong.visitkorea.or.kr/cms/resource/72/3108372_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3108372_image3_1.jpg,Type3,127.981486,38.10644602,6,2.02501E+13,32,6,033-481-2681,국토정중앙 달맞이축제,51,800,EV,EV01,EV010200,행사연기,선택안함
강원특별자치도 양구군 양구읍 박수근로 366-11,양구 레포츠공원 일원,24519,A02,A0207,A02070200,1018971,15,2.01005E+13,20250829,20250831,http://tong.visitkorea.or.kr/cms/resource/51/3346451_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3346451_image3_1.jpg,Type3,127.9824832,38.10458514,6,2.02508E+13,32,6,033-482-9172,국토정중앙 청춘양구 배꼽축제,51,800,EV,EV01,EV010200,선택안함,선택안함
전북특별자치도 군산시 해망로 224 (장미동),,54021,A02,A0207,A02070200,2853719,15,2.02209E+13,20250620,20250622,http://tong.visitkorea.or.kr/cms/resource/40/3489940_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3489940_image3_1.jpg,Type3,126.7131627,35.98981458,6,2.02505E+13,37,2,063-454-5252,군산 수제맥주&블루스 페스티벌,52,130,EV,EV01,EV010600,선택안함,선택안함
전북특별자치도 군산시 중앙로1가,11월 01일,54021,A02,A0207,A02070200,1846797,15,2.01309E+13,20251009,20251012,http://tong.visitkorea.or.kr/cms/resource/03/3352003_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/03/3352003_image3_1.png,Type3,126.7116851,35.98783422,6,2.02509E+13,37,2,063-454-3300,군산시간여행축제,52,130,EV,EV01,EV010400,선택안함,선택안함
전북특별자치도 군산시 해망로 214 (장미동),군산 백년광장 일원(장미동),54026,A02,A0207,A02070200,3364857,15,2.02409E+13,20251009,20251012,http://tong.visitkorea.or.kr/cms/resource/41/3540941_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3540941_image3_1.jpg,Type3,126.7141404,35.98921744,6,2.02509E+13,37,2,063-454-3912,군산짬뽕페스티벌,52,130,EV,EV01,EV010600,,
대구광역시 군위군 군위읍 군위금성로 307-14,김수환추기경 사랑과나눔 공원 및 군위군 청소년 수련원,43112,A02,A0207,A02070200,2876799,15,2.0221E+13,20250510,20250510,http://tong.visitkorea.or.kr/cms/resource/45/3485545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3485545_image3_1.jpg,Type3,128.6030406,36.23474819,6,2.02504E+13,4,9,010-2318-8808,군위 사랑과 나눔 문화축전,27,720,EV,EV01,EV010600,선택안함,선택안함
경기도 군포시 고산로 470 (산본동),,15866,A02,A0207,A02070200,1804396,15,2.01304E+13,20250419,20250427,http://tong.visitkorea.or.kr/cms/resource/99/3484599_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/3484599_image3_1.JPG,Type3,126.9266205,37.3565527,6,2.02508E+13,31,7,031-390-3558,군포 철쭉축제,41,410,EV,EV01,EV010200,선택안함,선택안함
서울특별시 강서구 마곡중앙로 143 (마곡동),,7797,A02,A0208,A02081300,3051471,15,2.02311E+13,20250306,20250309,http://tong.visitkorea.or.kr/cms/resource/19/3459619_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3459619_image3_1.jpg,Type3,126.8254072,37.56677926,6,2.02412E+13,1,4,02-2602-8601,굿즈이즈굿V.2,11,500,EV,EV03,EV030400,선택안함,선택안함
서울특별시 종로구 사직로 161,,3045,A02,A0207,A02070200,1998564,15,2.01504E+13,20251008,20251012,http://tong.visitkorea.or.kr/cms/resource/65/3468365_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3468365_image3_1.jpg,Type3,126.976993,37.57882224,6,2.02509E+13,1,23,1522-2295,궁중문화축전,11,110,EV,EV01,EV010400,선택안함,선택안함
서울특별시 종로구 세종대로 175 (세종로),광화문광장 놀이마당,3172,A02,A0207,A02070200,3495688,15,2.02506E+13,20250617,20250619,http://tong.visitkorea.or.kr/cms/resource/87/3495687_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/87/3495687_image3_1.png,Type3,126.9763211,37.5720619,6,2.02506E+13,1,23,070-4419-9558,귀어귀촌 어촌관광 한마당,11,110,EV,EV01,EV010600,,
서울특별시 관악구 관천로 53 (신림동),"신림역 별빛내린천, S1472 관천로문화플랫폼",8764,A02,A0207,A02070200,2826964,15,2.02207E+13,20250830,20250831,http://tong.visitkorea.or.kr/cms/resource/18/3303118_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/3303118_image3_1.jpg,Type3,126.9257893,37.48416565,6,2.02508E+13,1,5,02-828-5764,그루브 인 관악,11,620,EV,EV01,EV010600,선택안함,선택안함
전북특별자치도 익산시 중앙로 12-151 (중앙동2가),익산근대역사관,54601,A02,A0207,A02070200,3386681,15,2.0241E+13,20250606,20250607,http://tong.visitkorea.or.kr/cms/resource/76/3497076_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/76/3497076_image3_1.png,Type3,126.9480236,35.93815506,6,2.02506E+13,37,9,063-843-8816,근대역사문화축제,52,140,EV,EV01,EV010200,,
부산광역시 영도구 해양로301번길 55,아미르공원,49111,A02,A0207,A02070200,2841074,15,2.02208E+13,20250523,20250525,http://tong.visitkorea.or.kr/cms/resource/97/2846997_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2846997_image3_1.jpg,Type3,129.0819836,35.07720429,6,2.02504E+13,6,14,051-717-0236,글로벌 영도커피페스티벌,26,200,EV,EV01,EV010600,선택안함,선택안함
전라남도 순천시 오천동,702-1 오천그린광장,58026,A02,A0207,A02070200,3400856,15,2.0241E+13,20251017,20251019,http://tong.visitkorea.or.kr/cms/resource/92/3545492_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3545492_image3_1.jpg,Type3,127.4979341,34.93351159,6,2.02509E+13,38,11,061-749-3886,글로벌 콘텐츠 페스티벌 in 순천,46,150,EV,EV01,EV010200,,
제주특별자치도 제주시 한림읍 협재리,2696-1 금능해수욕장특설무대,63011,A02,A0207,A02070200,2555759,15,2.01807E+13,20250823,20250824,http://tong.visitkorea.or.kr/cms/resource/40/3518240_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3518240_image3_1.JPG,Type3,126.2340841,33.38886305,6,2.02508E+13,39,4,064-796-2011,금능원담축제,50,110,EV,EV01,EV010200,선택안함,선택안함
전북특별자치도 익산시 금마면 고도9길 41-14,익산 서동공원 일원,54572,A02,A0208,A02081300,3482642,15,2.02503E+13,20250504,20250506,http://tong.visitkorea.or.kr/cms/resource/34/3482634_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3482634_image3_1.jpg,Type3,127.0609147,36.00064155,6,2.02503E+13,37,9,053-253-0515,금빛서동 - 누가 무왕이 될 것인가,52,140,EV,EV03,EV030400,선택안함,선택안함
충청남도 금산군 군북면 자진뱅이길 39,,32717,A02,A0207,A02070200,2950952,15,2.02303E+13,20250412,20250420,http://tong.visitkorea.or.kr/cms/resource/48/2950948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2950948_image3_1.jpg,Type3,127.5667171,36.19436169,6,2.02503E+13,34,2,041-750-2307,금산 보곡산골 산벚꽃 축제,44,710,EV,EV01,EV010500,선택안함,선택안함
충청남도 금산군 금산읍 인삼광장로 30,금산세계인삼엑스포 광장,32739,A02,A0207,A02070200,2719507,15,2.02106E+13,20250718,20250720,http://tong.visitkorea.or.kr/cms/resource/12/3116212_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3116212_image3_1.jpg,Type3,127.5012172,36.10021015,6,2.02505E+13,34,2,041-750-2316,금산 삼계탕축제,44,710,EV,EV01,EV010300,선택안함,선택안함
충청남도 금산군 금산읍 인삼광장로 30,,32739,A02,A0207,A02070100,506465,15,2.00803E+13,20250919,20250928,http://tong.visitkorea.or.kr/cms/resource/59/3524159_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/59/3524159_image3_1.JPG,Type3,127.5005395,36.10019903,6,2.02509E+13,34,2,041-750-2319,금산세계인삼축제,44,710,EV,EV01,EV010100,선택안함,선택안함
부산광역시 금정구 산성로 501-2 (금성동),금정산성광장 및 금정산성 일원,46238,A02,A0207,A02070200,1275743,15,2.01105E+13,20250613,20250615,http://tong.visitkorea.or.kr/cms/resource/56/3487556_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3487556_image3_1.jpg,Type3,129.0570562,35.24532111,6,2.02506E+13,6,2,051-715-6884,금정산성축제,26,410,EV,EV01,EV010200,선택안함,선택안함
서울특별시 금천구 디지털로10길 9 (가산동),,8514,A02,A0207,A02070200,3530641,15,2.02509E+13,20250912,20250914,http://tong.visitkorea.or.kr/cms/resource/23/3530623_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3530623_image3_1.jpg,Type3,126.8890706,37.4776713,6,2.02509E+13,1,8,02-2627-1442,금천GC페스타,11,545,EV,EV01,EV010200,,
서울특별시 금천구 시흥대로73길 70 (시흥동),,8611,A02,A0207,A02070200,3370146,15,2.02409E+13,20250920,20250920,http://tong.visitkorea.or.kr/cms/resource/34/3530334_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/3530334_image3_1.jpg,Type3,126.8955206,37.45649332,6,2.02509E+13,1,8,010-9771-2090,금천청년축제,11,545,EV,EV01,EV010600,선택안함,선택안함
서울특별시 금천구 디지털로10길 9 (가산동),,8514,A02,A0208,A02081100,2874304,15,2.0221E+13,20250912,20250914,http://tong.visitkorea.or.kr/cms/resource/68/3520968_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3520968_image3_1.jpg,Type3,126.8890706,37.4776713,6,2.02508E+13,1,8,070-4118-3352,금천패션영화제,11,545,EV,EV02,EV020800,선택안함,선택안함
서울특별시 금천구 시흥대로73길 70 (시흥동),"금천구청광장, 안양천다목적광장 일대",8611,A02,A0207,A02070200,2761411,15,2.0211E+13,20251018,20251019,http://tong.visitkorea.or.kr/cms/resource/92/3483192_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3483192_image3_1.jpg,Type3,126.8955206,37.45649332,6,2.02504E+13,1,8,070-4114-6351<br>070-4118-3352,금천하모니축제,11,545,EV,EV01,EV010200,선택안함,선택안함
대구광역시 북구 산격동,14-45,41506,A02,A0207,A02070200,2560741,15,2.01809E+13,20250927,20250928,http://tong.visitkorea.or.kr/cms/resource/16/3538016_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3538016_image3_1.JPG,Type3,128.6049579,35.91147102,6,2.02509E+13,4,5,053-320-5120,금호강 바람소리길 축제,27,230,EV,EV01,EV010400,선택안함,선택안함
부산광역시 기장군 정관읍 구연3로 27,,46023,A02,A0207,A02070200,3493864,15,2.02505E+13,20250607,20250607,http://tong.visitkorea.or.kr/cms/resource/63/3493863_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/63/3493863_image3_1.JPG,Type3,129.1819237,35.32222869,6,2.02505E+13,6,3,010-3880-4966,기장군반려동물문화축제,26,710,EV,EV01,EV010600,,
부산광역시 기장군 장안읍 임랑리,임랑해수욕장 특설무대,46038,A02,A0207,A02070200,2614130,15,2.01908E+13,20250815,20250816,http://tong.visitkorea.or.kr/cms/resource/82/3516182_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/82/3516182_image3_1.png,Type3,129.2642528,35.31858064,6,2.02508E+13,6,3,051-727-7328,기장임랑썸머뮤직페스티벌,26,710,EV,EV01,EV010200,선택안함,선택안함
충청남도 당진시 송악읍 안틀모시길 11,,31737,A02,A0207,A02070200,141704,15,2.00704E+13,20250410,20250413,http://tong.visitkorea.or.kr/cms/resource/54/3482754_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3482754_image3_1.jpg,Type3,126.6947487,36.89621575,6,2.02503E+13,34,4,041-358-4646,기지시줄다리기 축제,44,270,EV,EV01,EV010200,선택안함,선택안함
강원특별자치도 영월군 김삿갓면 김삿갓로 216-22,난고김삿갓문학관,26246,A02,A0207,A02070200,141252,15,2.00609E+13,20251017,20251019,http://tong.visitkorea.or.kr/cms/resource/56/3541356_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/56/3541356_image3_1.JPG,Type3,128.6017552,37.07954327,6,2.02509E+13,32,8,"033-375-6379, 033-375-6364",김삿갓 문화제,51,750,EV,EV01,EV010400,선택안함,선택안함
전북특별자치도 김제시 도작로 220 (검산동),김제시민문화체육공원,54368,A02,A0207,A02070200,2953096,15,2.02303E+13,20250404,20250406,http://tong.visitkorea.or.kr/cms/resource/82/3107882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3107882_image3_1.jpg,Type1,126.8999145,35.81302127,6,2.02503E+13,37,3,063-542-5203,김제 꽃빛드리 축제,52,210,EV,EV01,EV010500,,
전북특별자치도 김제시 부량면 벽골제로 442,,54425,A02,A0207,A02070100,574285,15,2.00806E+13,20251008,20251012,http://tong.visitkorea.or.kr/cms/resource/54/3516354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3516354_image3_1.jpg,Type3,126.8522869,35.75406327,6,2.02509E+13,37,3,063-540-3037,김제지평선축제,52,210,EV,EV01,EV010100,선택안함,선택안함
경상북도 김천시 대항면 황악로 1189-52,,39566,A02,A0207,A02070200,3377995,15,2.02409E+13,20251025,20251026,http://tong.visitkorea.or.kr/cms/resource/27/3544627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3544627_image3_1.jpg,Type3,127.9948649,36.10297424,6,2.02509E+13,35,6,053-965-0910,김천김밥축제,47,150,EV,EV01,EV010600,,
경기도 김포시 초당로 54 (장기동),김포한강중앙공원 및 라베니체 일원,10079,A02,A0207,A02070200,3018929,15,2.0231E+13,20251018,20251018,http://tong.visitkorea.or.kr/cms/resource/70/3480370_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/70/3480370_image3_1.png,Type3,126.6755687,37.64371764,6,2.02509E+13,31,8,031-980-5113,김포 라베니체축제,41,570,EV,EV01,EV010600,,
경기도 김포시 북변동,495 김포 계양천 산책길 일원,10102,A02,A0207,A02070200,3480383,15,2.02503E+13,20250411,20250412,http://tong.visitkorea.or.kr/cms/resource/61/3489661_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3489661_image2_1.jpg,Type3,126.7181764,37.62545386,6,2.02505E+13,31,8,031-980-5113,김포 벚꽃축제,41,570,EV,EV01,EV010500,,
경기도 김포시 대곶면 대명항1로 110-36,김포함상공원 및 대명항 일원,10041,A02,A0207,A02070200,3401306,15,2.0241E+13,20251101,20251101,http://tong.visitkorea.or.kr/cms/resource/76/3480376_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/3480376_image3_1.jpg,Type3,126.5394646,37.64006844,6,2.02503E+13,31,8,031-980-5110,김포 해병대 문화축제,41,570,EV,EV01,EV010200,,
경상남도 김해시 진례면 분청로 17,"김해분청도자박물관, 클레이아크김해미술관 일원",50874,A02,A0207,A02070100,506470,15,2.00803E+13,20251104,20251109,http://tong.visitkorea.or.kr/cms/resource/58/3402758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/3402758_image3_1.jpg,Type3,128.7459054,35.25176745,6,2.02505E+13,36,4,055-330-3245,김해분청도자기 축제,48,250,EV,EV01,EV010100,선택안함,선택안함
세종특별자치시 수목원로 136 (세종동),,30106,A02,A0207,A02070200,2394844,15,2.01607E+13,20250814,20250817,http://tong.visitkorea.or.kr/cms/resource/65/3513265_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/65/3513265_image3_1.JPG,Type3,127.285709,36.498658,6,2.02507E+13,8,1,02-545-0633,나라꽃 무궁화 대축제,36110,36110,EV,EV01,EV010500,선택안함,선택안함
강원특별자치도 원주시 지정면 소금산길 12,,26359,A02,A0208,A02081300,2766000,15,2.02111E+13,20250426,20251025,http://tong.visitkorea.or.kr/cms/resource/28/3487628_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3487628_image3_1.jpg,Type3,127.8340575,37.36462936,6,2.02504E+13,32,9,033-749-4860,나오라쇼,51,130,EV,EV03,EV030400,선택안함,선택안함
전라남도 나주시 영산동,757-1번지,58268,A02,A0207,A02070200,3009344,15,2.02309E+13,20251008,20251012,http://tong.visitkorea.or.kr/cms/resource/19/3525419_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3525419_image3_1.jpg,Type3,126.7222869,35.00133524,6,2.0251E+13,38,6,061-339-8594,나주영산강축제,46,170,EV,EV01,EV010200,선택안함,선택안함
강원특별자치도 강릉시 난설헌로193번길 1-16 (초당동),강릉시 초당동 허균허난설헌기념공원,25466,A02,A0207,A02070200,3488869,15,2.02504E+13,20250501,20250506,http://tong.visitkorea.or.kr/cms/resource/60/3488860_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3488860_image3_1.jpg,Type3,128.9097365,37.79179485,6,2.02504E+13,32,1,070-8802-9009,난설헌문화제,51,150,EV,EV01,EV010200,,
대구광역시 남구 앞산순환로 478 (대명동),,42501,A02,A0207,A02070200,2748395,15,2.02109E+13,20250925,20250926,http://tong.visitkorea.or.kr/cms/resource/16/3526916_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3526916_image3_1.JPG,Type3,128.5769959,35.83133513,6,2.02508E+13,4,1,053-664-3118,남구청년예술제,27,200,EV,EV01,EV010200,선택안함,선택안함
전라남도 목포시 남농로 102 (용해동),,58699,A02,A0207,A02070200,3544888,15,2.02509E+13,20251001,20251026,http://tong.visitkorea.or.kr/cms/resource/74/3544874_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3544874_image3_1.jpg,Type3,126.4179466,34.79252318,6,2.02509E+13,38,8,070-7703-1238,남도국제미식산업박람회,46,110,EV,EV01,EV010600,,
전라남도 광양시 중마중앙로 99 (중동),,57785,A02,A0208,A02081100,3012429,15,2.02309E+13,20251023,20251027,http://tong.visitkorea.or.kr/cms/resource/59/3536359_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3536359_image3_1.jpg,Type3,127.6976498,34.93908109,6,2.02509E+13,38,4,061-727-2272,남도영화제 시즌2 광양,46,230,EV,EV02,EV020800,선택안함,선택안함
인천광역시 남동구 만수동,"1069, 만수3지구",21521,A02,A0207,A02070200,3391868,15,2.0241E+13,20241022,20251231,http://tong.visitkorea.or.kr/cms/resource/62/3391862_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3391862_image3_1.jpg,Type3,126.7360189,37.441595,6,2.02411E+13,2,4,032-453-2143,남동 빛의 거리,28,200,EV,EV01,EV010200,,
경상남도 거제시 남부면 저구해안길 60,남부면 저구항,53333,A02,A0207,A02070200,2552582,15,2.01807E+13,20250628,20250629,http://tong.visitkorea.or.kr/cms/resource/57/3497357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/3497357_image3_1.jpg,Type3,128.6067925,34.73082046,6,2.02506E+13,36,1,055-639-6532,남부면 수국축제,48,310,EV,EV01,EV010500,선택안함,선택안함
서울특별시 종로구 종로 54 (관철동),,3189,A02,A0208,A02080100,2809535,15,2.02203E+13,20250101,20251231,http://tong.visitkorea.or.kr/cms/resource/85/3486485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3486485_image3_1.jpg,Type3,126.9836899,37.56982062,6,2.02504E+13,1,23,02-6462-7405,남산봉수의식 등 전통문화행사,11,110,EV,EV02,EV020100,선택안함,선택안함
경기도 남양주시 다산지금로 91 (이패동),남양주체육문화센터,12244,A02,A0207,A02070200,3488279,15,2.02504E+13,20250503,20250503,http://tong.visitkorea.or.kr/cms/resource/77/3488277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3488277_image3_1.jpg,Type3,127.174802,37.6050172,6,2.02504E+13,31,9,031-566-0544,남양주 어린이 축제,41,360,EV,EV01,EV010200,,
전북특별자치도 남원시 요천로 1447 (천거동),,55776,A02,A0207,A02070200,2858866,15,2.02209E+13,20251016,20251019,http://tong.visitkorea.or.kr/cms/resource/90/3536490_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/3536490_image3_1.jpg,Type3,127.3799714,35.40215395,6,2.02509E+13,37,4,063-278-5714,남원국가유산야행,52,190,EV,EV01,EV010200,선택안함,선택안함
전북특별자치도 남원시 충정로 341 (월락동),남원종합스포츠타운 일원,55732,A02,A0207,A02070200,3347609,15,2.02408E+13,20251016,20251019,http://tong.visitkorea.or.kr/cms/resource/85/3531485_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/85/3531485_image3_1.png,Type3,127.4048574,35.42859028,6,2.02509E+13,37,4,063-620-6693,남원국제드론제전 with 로봇,52,190,EV,EV01,EV010200,,
강원특별자치도 춘천시 남산면 남이섬길 1,,24464,A02,A0207,A02070200,2593221,15,2.01903E+13,20250405,20250420,http://tong.visitkorea.or.kr/cms/resource/79/3484979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3484979_image3_1.jpg,Type3,127.525509,37.79632082,6,2.02504E+13,32,13,031-580-8114,남이섬 벗(友)꽃놀자,51,110,EV,EV01,EV010500,선택안함,선택안함
강원특별자치도 춘천시 남산면 남이섬길 1,남이섬,24464,A02,A0207,A02070200,2544286,15,2.01804E+13,20250606,20250615,http://tong.visitkorea.or.kr/cms/resource/66/3483166_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/66/3483166_image3_1.JPG,Type3,127.5261036,37.790116,6,2.02506E+13,32,13,031-580-8015,남이섬 어쿠스틱 청춘 페스티벌,51,110,EV,EV01,EV010200,선택안함,선택안함
대전광역시 동구 태전로 1 (중동),대전역마을 도시재생활성화지역,34627,A02,A0207,A02070200,2994352,15,2.02307E+13,20250808,20250816,http://tong.visitkorea.or.kr/cms/resource/10/3518010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3518010_image3_1.jpg,Type3,127.4311617,36.33092979,6,2.02508E+13,3,2,042-221-1551,내인생의 한방축제,30,110,EV,EV01,EV010600,선택안함,선택안함
대구광역시 달성군 가창면 가창로 891,,42938,A02,A0207,A02070200,2636295,15,2.01911E+13,20241123,20250105,http://tong.visitkorea.or.kr/cms/resource/30/3409730_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3409730_image3_1.JPG,Type3,128.6353392,35.78816054,6,2.02412E+13,4,3,1688-8511,네이처파크 미라클 크리스마스,27,710,EV,EV01,EV010600,선택안함,선택안함
대구광역시 달성군 가창면 가창로 891,,42938,A02,A0207,A02070200,2647367,15,2.02002E+13,20250322,20250608,http://tong.visitkorea.or.kr/cms/resource/13/3479113_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/3479113_image3_1.JPG,Type3,128.6353392,35.78816054,6,2.02503E+13,4,3,1688-8511,네이처파크 플라워페스티벌,27,710,EV,EV01,EV010500,선택안함,선택안함
서울특별시 노원구 화랑로 608 (공릉동),화랑대 철도공원,1802,A02,A0207,A02070200,3520705,15,2.02508E+13,20250829,20250831,http://tong.visitkorea.or.kr/cms/resource/10/3520610_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/3520610_image3_1.jpg,Type3,127.0931062,37.62450513,6,2.02508E+13,1,9,"02-2289-3478, 3447",노원수제맥주축제,11,350,EV,EV01,EV010600,,
충청남도 논산시 관촉동,339-1,32995,A02,A0207,A02070100,525292,15,2.00803E+13,20250327,20250330,http://tong.visitkorea.or.kr/cms/resource/91/3479791_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3479791_image3_1.jpg,Type3,127.1056055,36.19549509,6,2.02505E+13,34,3,041-730-2973,논산딸기축제,44,230,EV,EV01,EV010100,선택안함,선택안함
부산광역시 사하구 다대로 지하692 (다대동),,49506,A02,A0208,A02081100,3383748,15,2.0241E+13,20250808,20250810,http://tong.visitkorea.or.kr/cms/resource/05/3502005_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3502005_image3_1.jpg,Type3,128.9658501,35.04823317,6,2.02507E+13,6,10,010-8859-2115,다대포 선셋 영화 축제,26,380,EV,EV02,EV020800,선택안함,선택안함
충청북도 단양군 단양읍 소백산등산길 12,다리안관광지 잔디광장,27024,A02,A0207,A02070200,3468894,15,2.02501E+13,20250212,20250226,http://tong.visitkorea.or.kr/cms/resource/93/3468893_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3468893_image3_1.jpg,Type3,128.4208914,36.96492246,6,2.02502E+13,33,2,043-421-7891,다리안 온(溫) 축제,43,800,EV,EV01,EV010600,,
경기도 남양주시 조안면 다산로747번길 11,,12283,A02,A0207,A02070200,1720025,15,2.01209E+13,20251018,20251019,http://tong.visitkorea.or.kr/cms/resource/25/3532325_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3532325_image3_1.jpg,Type3,127.2999154,37.51636588,6,2.02509E+13,31,9,031-590-2799,다산정약용문화제,41,360,EV,EV01,EV010200,선택안함,선택안함
충청북도 단양군 단양읍 수변로 38,,27012,A02,A0207,A02070200,557329,15,2.00805E+13,20250522,20250525,http://tong.visitkorea.or.kr/cms/resource/82/2989682_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2989682_image3_1.jpg,Type3,128.3696984,36.97898933,6,2.02505E+13,33,2,070-4912-9765,단양 소백산 철쭉제,43,800,EV,EV01,EV010500,선택안함,선택안함
충청북도 단양군 영춘면 온달로 23,,27020,A02,A0207,A02070200,234235,15,2.0071E+13,20251024,20251026,http://tong.visitkorea.or.kr/cms/resource/31/3544531_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/31/3544531_image3_1.JPG,Type3,128.4923433,37.06287367,6,2.02509E+13,33,2,043-423-0701,단양온달문화축제,43,800,EV,EV01,EV010200,선택안함,선택안함
