contentid,contenttypeid,subnum,subcontentid,subname,subdetailoverview,subdetailimg,subdetailalt
2569829,25,0,127228,건봉사,건봉사는 진부령과 거진읍 중간에 위치한 고찰이다. 인적이 뜸해 한적한 고찰이지만 여름이면 숲이 무성하고 가을이면 단풍이 아름답다.,http://tong.visitkorea.or.kr/cms/resource/70/2369970_image2_1.jpg,강원_고성_건봉사04
2569829,25,1,126792,간성향교,"1420년에 현유(賢儒)의 위패를 봉안, 배향하고 지방의 중등교육과 지방민의 교화를 위해서 창건되었다.",http://tong.visitkorea.or.kr/cms/resource/60/738160_image2_1.jpg,강원도_고성군_간성향교02
2569829,25,2,125804,왕곡마을,송지호 북쪽에 들어선 왕곡 전통마을은 강원도 북부해안 지방으로 피서여행을 갈 때 꼭 한번 들러볼만한 곳이다.,http://tong.visitkorea.or.kr/cms/resource/16/175016_image2_1.jpg,왕곡마을_메인
2569829,25,3,925616,송지호 관망타워,송지호 인근에 위치하고 있는 4층 규모의 송지호철새관망타워는 송지호에서 겨울을 나기 위해 날아드는 철새들의 군무를 한눈에 바라볼 수 있는 곳이다.,http://tong.visitkorea.or.kr/cms/resource/14/2567714_image2_1.jpg,안보관광DB_고성_송지호철새관망타워01
2569829,25,4,126691,봉수대해수욕장,"국도 7호선옆을 따라 백사장이 형성되어 있고, 지난 1997년도부터 개장한 해수욕장은 오염되지 않은 청정해변이며, 여름철에는 오토캠핑장으로 운영되고 있다.",http://tong.visitkorea.or.kr/cms/resource/07/1581407_image2_1.jpg,봉수대해수욕장
2569829,25,5,2514847,문암리선사유적지,문암리 선사유적은 고성 여행지 중 가장 정적인 곳이다. 푸른 초목이 덮인 땅 위로 눈부신 햇살이 쏟아진다.,,
2569829,25,6,125796,청간정,"토성면 청간리 동해안 산록에 있는 청간정(淸澗亭)은 설악산 골짜기에서 흘러내리는 청간천과 만경청파가 넘실거리는 기암절벽 위에 팔각지붕의 중층누정으로 아담하게 세워져 있으며, 이곳에서 바라보는 일출과 월출시의 장엄함과, 밀려오는 파도가 마치 뭉게 구름이 일다가 안개처럼 사라져 가는 황홀경으로 관동팔경중 수일경으로 손꼽히고 있다.",http://tong.visitkorea.or.kr/cms/resource/54/2023654_image2_1.jpg,강원_고성_‘강원도 해수욕장 어디까지 가봤니?’ 고성 아야진해수욕장10
2807088,25,0,529493,김일성 별장,"김일성은 1948년부터 50년까지 처 김정숙, 아들 김정일, 딸 김경희 등 가족과 함께 하계휴양지로 화진포를 찾았다. 48년 8월 당시 6살이던 김정일이 소련군 정치사령관 레베제프 소장의 아들과 별장입구에서 어깨동무를 하고 찍은 사진이 이를 입증하고 있다. 김일성 별장은 당초 선교사 셔우드 홀 부부에 의해 1938년 독일망명 건축가 베버가 건축하였다. 지하 1층, 지상 2층의 석조 건물로 지어져 당시 건축물로는 제법 화려함이 엿보인다. 김일성 별장에는 옛 별장의 모습을 담은 사진자료를 비롯해 김일성 가족이 사용했던 응접 세트 등 각종 유품이 모형물로 만들어져 전시 되었다. 해안가 산기슭에 위치한 김일성 별장은 광복 직후 건립, 한국전쟁 이전까지 김일성이 아들 김정일, 딸 김경희와 함께 수시로 이용했던 곳으로 본래 지하 1층, 지상 2층의 석조물이었으나 전쟁 중 크게 훼손되어 64년 육군이 본래 건물을 철거하고 지금의 1층 건물로 재건축 했었다. 김일성 별장의 절경 중 빼놓을 수 없는 곳은 마주 보이는 금구도라 불리는 바위섬으로 화진포 해변에서 3백여m 떨어진 금구도는 거북 모양을 닮은데다 가을철이면 이 섬에서 자라는 대나무 숲이 노랗게 변해 섬 전체가 황금빛으로 물든다. 김일성 별장이 동해가 내려다 보이는 해안 언덕에 위치한 것과 달리 이승만 별장은 바다는 보이지 않고 화진포 호수만 내려다 보이는 곳으로 서로 1km 정도 떨어져 자리하고 있다.",,화진포의 성(김일성별장)_02
2807088,25,1,2782901,백섬해상전망대,"거진항 어촌관광체험마을 조성사업의 일환으로 2019년 3월부터 2020년 10월에 걸쳐 조성하였으며, 2020년 10월 30일 관광객에게 개방되었다. 총길이 137m, 높이 4~25m 규모로 해안도로와 백섬(백암도)을 연결하여, 아름다운 동해바다 위를 걸으며 북쪽으로는 해금강과 금구도를 조망할 수 있으며, 남쪽으로는 거진항구와 거진11리 해변이 펼쳐져 장관을 이룬다. 높이 25m의 전망대 일부에는 투명한 강화유리 바닥이 조성되어있다. 거진 뒷장에 위치한 백섬(백암도)과 해안도로를 연결하는 해상데크로 길이 137m, 폭 2.5m, 높이 4~25m 규모이다. 해상전망대에 오르면 동해바다와 해금강, 금구도, 거진항구의 아름다운 경치를 관람할 수 있다.",,"거진,백섬해수욕장"
2807088,25,2,125804,고성 왕곡마을,"송지호 북쪽에 들어선 왕곡 전통마을은 강원도 북부해안 지방으로 피서여행을 갈 때 꼭 한번 들러볼만한 곳이다. 해변과의 거리는 불과 1.5km인데 묘하게도 마을에서는 파도소리를 들을 수 없다. 다섯 봉우리로 이루어진 산들이 마을 둘레를 에워싸고 있기 때문이다. 이처럼 산들이 에워싸고 있는 덕에 한국전쟁 때에도 대부분의 집들은 폭격을 피할 수 있었다. 그리하여 오늘날까지도 고택들이 고스란히 보존되어 전통마을 분위기를 잘 간직하게 된 것이다. 안동 하회마을이나 순천 낙안읍성 마을처럼 규모가 큰 것도 아니고 번듯한 외관을 갖춘 집들이 많은 것도 아니지만 일단 마을 안에 들어서면 과거로의 시간 여행에 빠져든 듯한 느낌이 든다. 마을 어귀에 들어서면 대형 안내판을 끼고 있는, 수령이 150여 년을 넘은 노송 거목 10여 그루가 솔향을 뿜으며 여행객들을 반기고 있다. 마을에 거주하는 주민은 총 50가구이고 기와 32동, 초가 9동이 있다. 왕곡마을에서 순메밀국수집을 꾸려나가는 함승본씨는 ""이 동네가 그리 부자 동네도 아닌데 기와집이 제법 많았던 것은 더 안쪽의 구성리 마을에 기와를 만드는 가마가 있었기 때문""이라고 설명한다. 이곳 기와집들은 방과 마루, 부엌과 외양간이 전부 한데 붙은 강원 북부 지방의 고유 가옥 구조를 보여주고 있다. 이런 구조는 추운 겨울이 긴 지방에서 찾아볼 수 있는 양식이다. 마을 위쪽에는 양근 함씨, 아래쪽에는 강릉 최씨가 집단으로 모여사는데 함씨가 최씨보다 조금 더 많다. 그 밖에 전씨와 김씨 성을 가진 이가 각각 2가구, 박씨가 1가구로 구성되어 있다. 이곳은 효자각이 2개나 있는 효자 마을이기도 하다. 옛스런 분위기를 간직한 마을이라 때때로 드라마나 영화의 촬영 무대로 등장한다. TV 문학관 - 홍어를 비롯 배달의 기수 등 다수의 반공 영화가 이곳에서 촬영되었다. 마을 사람들은 엑스트라로 나선 경력들을 자랑하기도 한다. 왕곡마을 사람들의 주업은 논농사. 작게는 1천 평, 크게는 1만 평 정도의 논농사를 짓는다. 4년 전만 해도 감자를 많이 경작했지만 판로가 없어 지금은 식구들 먹을 정도로만 재배한다. 해풍이 불어오는데다 일교차가 심한 기후 탓인지 잡곡 농사도 잘 안 돼서 밭에서조차 밭벼를 재배한다. 왕곡마을 방문을 마치고 가볼만한 인근 해수욕장으로는 송지호, 삼포, 백도해수욕장 등을 들 수 있다. 특히 백도해수욕장과 삼포해수욕장 중간에 들어선 자작도 해수욕장은 최근에서야 이름이 알려지기 시작한 피서지다. 동해안의 해수욕장 치고는 해변 길이가 4백m 정도로 짧은 편이지만, 내륙쪽으로 활처럼 깊게 휘어들어 수심이 얕아 익사사고 한번 없었다고 민박집 주인들은 자랑한다. 바다로 1백m를 나가도 깊이가 어른 가슴 정도에 불과하다. 가족 단위 피서지로 인정을 받은 뒤 최근에는 해변가에 콘도식 민박집들이 여럿 들어섰다. 2004년부터 10월 중순 ""고성왕곡마을 민속체험축제""가 개최되어 과거로의 여행을 가족과 함께 즐길 수 있다.",,
2807088,25,3,127570,송지호 해안 서낭바위 (강원평화지역 국가지질공원),"서낭바위는 송지호해변 남쪽의 화강암지대에 발달한 암석해안으로 화강암의 풍화미지형과 파도의 침식작용이 어우러져 매우 독특한 지형경관을 이루고 있다. 특히, 화강암층 사이로 두터운 규장질 암맥(岩脈, dike rock)*이 파고든(관입한) 형태를 이루어 독특한 경관을 형성한다. 서낭바위는 오호리 마을의 서낭당(성황당)이 위치하는데서 유래된 지명이다. 서낭당은 마을의 수호신으로 서낭신(성황신)을 모셔놓은 우리나라의 전통신앙의 영역으로, 서낭당 일대는 물건을 함부로 파거나 헐지 않는 금기가 지켜져 온 장소이다. <출처 : 강원평화지역 국가지질공원>",,
2807088,25,4,2570207,능파대 (강원평화지역 국가지질공원),"능파대(凌波臺)는 육계도(陸繫島, land-tied island)를 이루는 암석해안 상에 발달한 대규모 타포니(tafoni)* 군락이다. ‘파도를 능가하는 돌섬’이라는 능파대의 이름은 파도가 몰아쳐 바위를 때리는 광경을 빗대어 붙여졌다. 육계도는 모래더미가 쌓여 육지와 연결된 섬을 말하며, 타포니는 암석의 측면(암벽)에 벌집처럼 집단적으로 파인 구멍들을 가리킨다. 능파대는 본래 문암해안 앞에 기반암(화강암)이 노출된 섬(암초)으로 존재하였으나 파랑의 작용이 줄어드는 섬의 배후에 문암천에서 공급된 모래가 쌓임으로서 육지와 연결되었다. 그러나 현재 능파대의 남측경계를 따라 문암 2리 항구가 들어섰고 섬과 문암해안을 연결하는 육계사주상에 취락이 들어섬으로써 육계도의 원형은 거의 관찰할 수 없다. <출처 : 강원평화지역 국가지질공원>",,추암해변 능파대
2807088,25,5,250344,장사항,"장사항은 속초시 장사동 일원에 위치한 소규모 어항으로서 방파제 90m, 방사제 144m, 물양장 130m 및 어선 30여척을 보유한 전형적인 어촌으로, 주위에 횟집 및 활어판매장이 50여곳이 있어 싱싱한 활어회를 즐기기에 안성맞춤이며 특히 가까운 곳에 배낚시 어장이 형성되어 바다낚시를 즐길 수 있는 최적지이다. 이곳에서는 매년 여름 피서철 동안 오징어를 맨손으로 잡는 축제가 열려 시원한 즐거움을 더해준다.",,장사항의 바다 풍경(박성원촬영)
2807088,25,6,127565,영랑호,"영랑호는 해안 사구가 발달해 형성된 자연 석호로 둘레가 7.8km, 면적이 약 1.2㎢에 이르며 수심이 8m를 훌쩍 넘길 만큼 넓고 깊다. 장천천에서 흘러든 물이 영랑교 밑의 수로를 통해 동해와 연결된다. 속초시 장사동과 영랑동, 동명동, 금호동에 둘러싸여 있으며 호숫가 둘레로 걷기 좋은 산책로가 조성되어 있다. 산책로를 따라 맑고 잔잔한 호수와 벚꽃, 연산홍, 갈대 등이 어우러진 서정적이고 아름다운 풍경이 이어진다. 삼국유사에 따르면 영랑호는 신라의 화랑인 ‘영랑’의 이름에서 따온 것으로 전해진다. 금강산에서 수련을 마친 영랑이 무술대회장을 가던 중 이 호수를 지나게 되었는데 그만 수려한 경관에 반해 무술대회 출전도 잊고 이곳에 오래 머물렀다고 한다. 옛 기록에도 남아 있을 만큼 영랑호는 뛰어난 경치를 자랑한다. 특히 속초8경 중 하나인 범바위는 보는 이들마다 감탄을 자아낸다. 호랑이가 가만히 웅크리고 앉아 있는 것 같은 신비로운 기운이 흐른다. 기암괴석이 여러 개 모여 있는 관음암과 보광사도 놓쳐선 안 될 볼거리다. 호숫가 서쪽에는 있는 습지생태공원도 가볼만 하다. [주요시설&부대시설] 영랑호수공원 [체험프로그램] 경관 관람",http://tong.visitkorea.or.kr/cms/resource/20/2728520_image2_1.jpg,영랑호 1
2807088,25,7,125779,영금정,"속초시 동명동 속초등대 밑의 바닷가에 크고 넓은 바위들이 깔려있는 곳이 영금정이다. 지명의 유래는 파도가 바위에 부딪치면 신묘한 율곡이 들려 이 소리를 신령한 ""거문고"" 소리와 같다고 하여 영금정이라 불린다. 시내에서 가까운 거리에 위치하고 있고, 경치가 빼어나 사시사철 속초시민이 피서와 낚시를 즐기는 곳이다.현재는 속초시에서 영금정 일대를 관광지로 개발하여, 남쪽 방파제 부근으로 실제 정자를 하나 만들어 놓았다. 이 정자는 영금정 바위 위에 세워진 해상 정자로 50m 정도의 다리를 건너 들어갈 수 있다. 해상 정자에서 바다를 바라보는 느낌은 방파제와는 또 다른 시원한 느낌을 주지만, 정자 자체는 아주 촌스럽게 만들어진 콘크리트 정자여서 아쉬움이 남는다. 대개 해돋이 정자라고 부르는데, 정자 현판에는 영금정(靈琴亭)이라는 글을 써 놓았다.",http://tong.visitkorea.or.kr/cms/resource/96/2716496_image2_1.jpg,영금정_01
2807088,25,8,125750,청초호,"속초시 중심에 펼쳐진 청초호는 둘레 5km, 넓이 1.3㎢에 이르는 규모가 큰 자연 석호이다. 태백산맥의 미시령 부근에서 흘러나온 청초천이 동해안에 이르러 아름다운 호수를 이룬 후 인접한 바다로 빠져나간다. 마치 강과 바다를 잇는 중간 기착지 같은 모습이다. 호수 위에는 설악산과 동해 바다를 감상하는 청초정이 세워져 있다. 75m 남짓한 해상보행교 끝에 위치해 호수 한가운데 있는 느낌이다. 이곳에 서면 호수 전경이 한 눈에 담긴다. 청초정은 밤에 더욱 빛을 발하는데 속초에서 으뜸가는 야경 명소로 손꼽힌다. 청초호에 전해 내려오는 용의 전설을 담은 청룡과 황룡 조형물도 시선을 끈다. 호숫가 둘레에 조성된 산책로는 야간 조명을 갖춰 밤에도 사람들이 많이 찾는다. 곳곳에 벤치가 놓여 있어 호수를 바라보며 쉬어가기 좋다. 청초호 주변에는 석봉도자기미술관, 철새도래지 등 가 볼만한 곳도 많다. 호반에 조성된 청초호 호수공원은 1999년에 강원국제관광 엑스포가 개최된 장소로 73.4m 높이의 엑스포타워 전망대가 세워져 있다. [주요시설&부대시설] 청초호호수공원, 엑스포타워, 시민식수공원 [체험프로그램] 산책",http://tong.visitkorea.or.kr/cms/resource/14/2728514_image2_1.jpg,청초호 1
2987544,25,0,127874,송지호 해수욕장,"속초에서 북쪽으로 14km쯤 떨어진 송지호해수욕장은 1977년 10월에 국민관광지로 지정된 송지호를 끼고있다. 백사장 길이 2km, 폭 100m에 물이 맑고 깊이가 얕으며, 근처에는 죽도와 설악산이 있어 여러모로 즐길 수 있는 곳이다. 바다 전면에는 대나무와 기암괴석으로 이루어져 경관이 수려한 죽도가 가로놓여있어 천혜의 해수욕장으로 각광을 받고 있다.",http://tong.visitkorea.or.kr/cms/resource/41/1581441_image2_1.jpg,송지호해수욕장
2987544,25,1,125684,아야진해변,"속초에서 북으로 6km, 국도 7번에서 약 500m 들어가는 이곳은 주위경관이 수려해 해마다 찾는 피서객이 증가하고 있으며, 크고 작은 바위와 맑은 바다, 깨끗.한 백사장이 어울려 가족단위 피서지로 적합한 곳이다. 백사장 길이 600m, 폭 50m에 수심은 해변에서 30m까지는 1.5~2m이다. 이곳에서는 이른 아침 싱싱한 오징어를 싸게 구입할 수 있어 일부러 이곳을 찾는 이들의 발길이 늘고 있다.",http://tong.visitkorea.or.kr/cms/resource/74/2921474_image2_1.jpg,아야진 해변_5
2987544,25,2,128775,만해마을,"한국문학사의 대표적 시인이자 불교의 대선사, 민족운동가로 일제 강점기 암흑시대 겨레의 가슴에 영원히 꺼지지 않을 민족혼을 불어 넣어 주신 만해 한용운 선생의 문학성과 자유사상, 진보사상, 민족사상을 높이 기리고 선양하기 위한 실천의 장으로 설립되었다.",http://tong.visitkorea.or.kr/cms/resource/47/2601647_image2_1.jpg,만해마을
2987544,25,3,126677,국립 방태산자연휴양림,"한국판 노아의 방주(芳舟)라고 할 수 있는 곳이 이름 그대로 방태산이다. 芳臺山이 芳台山이 되었고 아직도 계곡에는 방대천(芳臺川)이 흐르고 있다. 방태산 정상에는 약 2톤 가량의 암석이 있었고 여기에는 수작업으로 정을 꽂아 뚫은 구멍이 있었는데 옛날 대홍수가 났을 때 이 곳에다 배를 떠내려가지 않게하기 위해 밧줄을 매달았다고 하여 그 돌을 가르켜 배달은 돌(배달은 石,해발1415.5미터)이라고 부르며, 그당시를 입증해 주기라도 하듯 방태산 정상에는 지금도 바위틈바구니의 흙이나 모래속에서 조개 껍질이 출토되고 있다고 하나 현재는 그 돌은 찾아볼 수 없다. 방태산의 식생은 대부분의 천연 활엽수 임지이며 일부 인공조림지도 있다. 주봉인 구룡덕봉(해발 1,388m)과 주억봉(해발 1,443m)계곡이 발원지로서 본 휴양림의 주된 수계를 이루고 있어 수량이 풍부하다. 특히 마당바위(마당처럼 평평하고 넓은 바위)와 2단폭포는 절경이라 할 수 있다. 피나무, 박달, 소나무,참나무류 등 수종이 다양하여 계절에 따라 녹음, 단풍, 설경 등 자연경관이 수려할 뿐만 아니라 열목어, 메기, 꺽지등의 물고기와 멧돼지, 토끼, 꿩 노루, 다람쥐 등의 야생동물도 다양하게 서식하고 있다. * 구역면적 - 9,387ha",http://tong.visitkorea.or.kr/cms/resource/20/2720520_image2_1.jpg,방태산 자연휴양림
